disease,cause
heart failure,"Heart failure can be caused by a weakened, damaged or stiff heart.

If the heart is damaged or weakened, the heart chambers may stretch and get bigger. The heart can't pump out the needed amount of blood.
If the main pumping chambers of the heart, called the ventricles, are stiff, they can't fill with enough blood between beats.
The heart muscle can be damaged by certain infections, heavy alcohol use, illegal drug use and some chemotherapy medicines. Your genes also can play a role.

Any of the following conditions also can damage or weaken the heart and cause heart failure.

Coronary artery disease and heart attack. Coronary artery disease is the most common cause of heart failure. The disease results from the buildup of fatty deposits in the arteries. The deposits narrow the arteries. This reduces blood flow and can lead to heart attack.

A heart attack occurs suddenly when an artery feeding the heart becomes completely blocked. Damage to the heart muscle from a heart attack may mean that the heart can no longer pump as well as it should.

High blood pressure. Also called hypertension, this condition forces the heart to work harder than it should to pump blood through the body. Over time, the extra work can make the heart muscle too stiff or too weak to properly pump blood.
Heart valve disease. The valves of the heart keep blood flowing the right way. If a valve isn't working properly, the heart must work harder to pump blood. This can weaken the heart over time. Treating some types of heart valve problems may reverse heart failure.
Inflammation of the heart muscle, also called myocarditis. Myocarditis is most commonly caused by a virus, including the COVID-19 virus, and can lead to left-sided heart failure.
A heart problem that you're born with, also called a congenital heart defect. If the heart and its chambers or valves haven't formed correctly, the other parts of the heart have to work harder to pump blood. This may lead to heart failure.
Irregular heart rhythms, called arrhythmias. Irregular heart rhythms may cause the heart to beat too fast, creating extra work for the heart. A slow heartbeat also may lead to heart failure. Treating an irregular heart rhythm may reverse heart failure in some people.
Other diseases. Some long-term diseases may contribute to chronic heart failure. Examples are diabetes, HIV infection, an overactive or underactive thyroid, or a buildup of iron or protein.
Causes of sudden heart failure also include:

Allergic reactions.
Any illness that affects the whole body.
Blood clots in the lungs.
Severe infections.
Use of certain medicines.
Viruses that attack the heart muscle.
Heart failure usually begins with the lower left heart chamber, called the left ventricle. This is the heart's main pumping chamber. But heart failure also can affect the right side. The lower right heart chamber is called the right ventricle. Sometimes heart failure affects both sides of the heart."
peptic ulcer,"Peptic ulcers happen when acid in the organs that food travels through, called the digestive tract, eats away at the inner surface of the stomach or small intestine. The acid can create a painful open sore that may bleed.

Your digestive tract is coated with a mucous layer that most often protects against acid. But if the amount of acid increases or the amount of mucus decreases, you could develop an ulcer.

Common causes include:

Helicobacter pylori. This germ lives in the mucous layer that covers and protects tissues that line the stomach and small intestine. The H. pylori germ often causes no problems. But it can cause swelling and irritation, called inflammation, of the stomach's inner layer. When this happens, it can cause an ulcer.

It's not clear how H. pylori infection spreads. It may go from person to person by close contact, such as kissing. People also can contract H. pylori through food and water.

Regular use of certain pain relievers. Taking aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) over time can irritate or inflame the lining of the stomach and small intestine. These medicines include ibuprofen (Advil, Motrin IB, others), naproxen sodium (Aleve, Anaprox DS, others), ketoprofen and others. They do not include acetaminophen (Tylenol, others)."
urinary tract infection (UTI),"UTIs typically occur when bacteria enter the urinary tract through the urethra and begin to spread in the bladder. The urinary system is designed to keep out bacteria. But the defenses sometimes fail. When that happens, bacteria may take hold and grow into a full-blown infection in the urinary tract.

The most common UTIs occur mainly in women and affect the bladder and urethra.

Infection of the bladder. This type of UTI is usually caused by Escherichia coli (E. coli). E. coli is a type of bacteria commonly found in the gastrointestinal (GI) tract. But sometimes other bacteria are the cause.

Having sex also may lead to a bladder infection, but you don't have to be sexually active to develop one. All women are at risk of bladder infections because of their anatomy. In women, the urethra is close to the anus. And the urethral opening is close to the bladder. This makes it easier for bacteria around the anus to enter the urethra and to travel to the bladder.

Infection of the urethra. This type of UTI can happen when GI bacteria spread from the anus to the urethra. An infection of the urethra can also be caused by sexually transmitted infections. They include herpes, gonorrhea, chlamydia and mycoplasma. This can happen because women's urethras are close to the vagina."
melanoma,"Melanoma happens when something changes healthy melanocytes into cancer cells. Melanocytes are skin cells that make pigment that gives skin its color. The pigment is called melanin.

Melanoma starts when melanocytes develop changes in their DNA. A cell's DNA holds the instructions that tell a cell what to do. In healthy cells, DNA gives instructions to grow and multiply at a set rate. The instructions tell the cells to die at a set time. In cancer cells, the DNA changes give different instructions. The changes tell the cancer cells to make many more cells quickly. Cancer cells can keep living when healthy cells would die. This causes too many cells.

The cancer cells might form a mass called a tumor. The tumor can grow to invade and destroy healthy body tissue. In time, cancer cells can break away and spread to other parts of the body. When cancer spreads, it's called metastatic cancer.

It isn't clear what changes the DNA in skin cells and how it leads to melanoma. It's likely a combination of factors, including environmental and genetic factors. Still, healthcare professionals believe exposure to ultraviolet light is the leading cause of melanoma. Ultraviolet light, also called UV light, comes from the sun and from tanning lamps and beds.

UV light doesn't cause all melanomas, especially those that occur in places on your body that don't receive exposure to sunlight. This means that other factors may contribute to your risk of melanoma."
gastritis,"Gastritis is an inflammation of the stomach lining. The stomach lining is a mucus-lined barrier that protects the stomach wall. Weaknesses or injury to the barrier allows digestive juices to damage and inflame the stomach lining. Several diseases and conditions can increase the risk of gastritis. These include inflammatory conditions, such as Crohn's disease."
glaucoma,"Glaucoma develops when the optic nerve becomes damaged. As this nerve gradually gets worse, blind spots develop in your vision. For reasons that eye doctors don't fully understand, this nerve damage is usually related to increased pressure in the eye.

Raised eye pressure happens as the result of a buildup of fluid that flows throughout the inside of the eye. This fluid, called the aqueous humor, usually drains through a tissue located at the angle where the iris and cornea meet. This tissue is called the trabecular meshwork. The cornea is important to vision because it lets light into the eye. When the eye makes too much fluid or the drainage system doesn't work properly, eye pressure may increase.

Open-angle glaucoma
This is the most common form of glaucoma. The drainage angle formed by the iris and cornea remains open. But other parts of the drainage system don't drain properly. This may lead to a slow, gradual increase in eye pressure.

Acute angle-closure glaucoma
This form of glaucoma happens when the iris bulges. The bulging iris partially or completely blocks the drainage angle. As a result, fluid can't circulate through the eye and pressure increases. Angle-closure glaucoma may happen suddenly or gradually.

Normal-tension glaucoma
No one knows the exact reason why the optic nerve becomes damaged when eye pressure is healthy. The optic nerve may be sensitive or experience less blood flow. This limited blood flow may be caused by the buildup of fatty deposits in the arteries or other conditions that damage circulation. The buildup of fatty deposits in the arteries also is known as atherosclerosis.

Glaucoma in children
A child may be born with glaucoma or develop it in the first few years of life. Blocked drainage, injury or an underlying medical condition may cause optic nerve damage.

Pigmentary glaucoma
In pigmentary glaucoma, small pigment granules flake off from the iris and block or slow fluid drainage from the eye. Activities such as jogging sometimes stir up the pigment granules. That leads to a deposit of pigment granules on tissue located at the angle where the iris and cornea meet. The granule deposits cause an increase in pressure.

Glaucoma tends to run in families. In some people, scientists have identified genes related to high eye pressure and optic nerve damage."
tachycardia,"Tachycardia is an increased heart rate for any reason. If a fast heart rate is caused by exercise or stress, it's called sinus tachycardia. Sinus tachycardia is a symptom, not a condition.

Most heart conditions can lead to different forms of tachycardia. Irregular heart rhythms, called arrhythmias, are one cause. An example of an irregular heart rhythm is atrial fibrillation (AFib).

Other things that may lead to tachycardia include:

Fever.
Excessive alcohol use, which is defined as 14 or more drinks a week for a man or seven or more drinks a week for a woman.
Alcohol withdrawal.
Too much caffeine.
High or low blood pressure.
Changes in the level of minerals in the body, called electrolytes. Examples include potassium, sodium, calcium and magnesium.
Certain medicines.
Overactive thyroid, called hyperthyroidism.
A low number of red blood cells, called anemia.
Smoking or nicotine use.
Use of illegal stimulants such as cocaine or methamphetamine.
Heart attack."
anemia,"Anemia occurs when the blood doesn't have enough hemoglobin or red blood cells.

This can happen if:

The body doesn't make enough hemoglobin or red blood cells.
Bleeding causes loss of red blood cells and hemoglobin faster than they can be replaced.
The body destroys red blood cells and the hemoglobin that's in them.
What red blood cells do
The body makes three types of blood cells. White blood cells fight infection, platelets help blood clot and red blood cells carry oxygen throughout the body.

Red blood cells have an iron-rich protein that gives blood its red color, called hemoglobin. Hemoglobin lets red blood cells carry oxygen from the lungs to all parts of the body. And it lets red blood cells carry carbon dioxide from other parts of the body to the lungs to be breathed out.

Spongy matter inside many of the large bones, called bone marrow, makes red blood cells and hemoglobin. To make them, the body needs iron, vitamin B-12, folate and other nutrients from foods.

Causes of anemia
Different types of anemia have different causes. They include:

Iron deficiency anemia. Too little iron in the body causes this most common type of anemia. Bone marrow needs iron to make hemoglobin. Without enough iron, the body can't make enough hemoglobin for red blood cells.

Pregnant people can get this type of anemia if they don't take iron supplements. Blood loss also can cause it. Blood loss might be from heavy menstrual bleeding, an ulcer, cancer or regular use of some pain relievers, especially aspirin.

Vitamin deficiency anemia. Besides iron, the body needs folate and vitamin B-12 to make enough healthy red blood cells. A diet that doesn't have enough of these and other key nutrients can result in the body not making enough red blood cells.

Also, some people can't absorb vitamin B-12. This can lead to vitamin deficiency anemia, also called pernicious anemia.

Anemia of inflammation. Diseases that cause ongoing inflammation can keep the body from making enough red blood cells. Examples are cancer, HIV/AIDS, rheumatoid arthritis, kidney disease and Crohn's disease.
Aplastic anemia. This rare, life-threatening anemia occurs when the body doesn't make enough new blood cells. Causes of aplastic anemia include infections, certain medicines, autoimmune diseases and being in contact with toxic chemicals.
Anemias linked to bone marrow disease. Diseases such as leukemia and myelofibrosis can affect how the bone marrow makes blood. The effects of these types of diseases range from mild to life-threatening.
Hemolytic anemias. This group of anemias is from red blood cells being destroyed faster than bone marrow can replace them. Certain blood diseases increase how fast red blood cells are destroyed. Some types of hemolytic anemia can be passed through families, which is called inherited.
Sickle cell anemia. This inherited and sometimes serious condition is a type of hemolytic anemia. An unusual hemoglobin forces red blood cells into an unusual crescent shape, called a sickle. These irregular blood cells die too soon. That causes an ongoing shortage of red blood cells."
pancreatitis,"The pancreas has two major roles. It produces insulin, which helps the body manage and use sugars.

The pancreas also produces dietary juices, called enzymes, that help with digestion. The pancreas makes and stores ""turned off"" versions of the enzymes. After the pancreas sends the enzymes into the small intestine, they are ""turned on"" and break down proteins in the small intestine.

If the enzymes are turned on too soon, they can start acting like digestive juices inside the pancreas. The action can irritate, damage or destroy cells. This problem, in turn, leads to immune system responses that cause swelling and other events that affect how the pancreas works.

Several conditions can lead to acute pancreatitis, including:

Blockage in the bile duct caused by gallstones.
Heavy alcohol use.
Certain medicines.
High triglyceride levels in the blood.
High calcium levels in the blood.
Pancreas cancer.
Injuries from trauma or surgery.
Conditions that can lead to chronic pancreatitis include:

Damage from repeated acute pancreatitis.
Heavy alcohol use.
Inherited genes linked to pancreatitis.
High triglyceride levels in the blood.
High calcium levels in the blood.
Sometimes, a cause for pancreatitis is never found. This is known as idiopathic pancreatitis."
tuberculosis,"Tuberculosis is caused by a bacterium called Mycobacterium tuberculosis.

People with active TB disease in the lungs or voice box can spread the disease. They release tiny droplets that carry the bacteria through the air. This can happen when they're speaking, singing, laughing, coughing or sneezing. A person can get an infection after inhaling the droplets.

The disease is more likely to spread when people spend a lot of time together in an indoor space. So the disease spreads easily in places where people live or work together for long periods. Also, the disease spreads more easily in crowded gatherings.

A person with a latent TB infection cannot pass the disease to other people. A person taking drugs to treat active TB disease usually can't pass the disease after 2 to 3 weeks of treatment.

Drug-resistant TB
Some forms of the TB bacteria have become drug resistant. This means that drugs that once cured the disease no longer work.

This happens, in part, because of naturally occurring genetic changes in bacteria. A random genetic change in a bacterium might give it some quality that makes it more likely to survive the attack of an antibiotic. If it does survive, then it can multiply.

When antibiotic drugs aren't used correctly — or drugs fail to kill all the bacteria for another reason — the conditions are ideal for more-resistant versions of the bacteria to get established and multiply. If these bacteria are passed on to other people, a new drug-resistant strain can grow over time.

Problems that can lead to such drug-resistant strains of bacteria include the following:

People didn't follow directions for taking the drugs or stopped taking the drugs.
They weren't prescribed the right treatment plan.
Drugs were not available.
The drugs were of poor quality.
The body didn't absorb the drugs as expected."
chickenpox,"Chickenpox is caused by the varicella-zoster virus, a member of the herpesvirus family. This same virus can later cause shingles in adults.

Chickenpox is highly contagious and can spread from 1 to 2 days before the blisters appear until all the blisters have crusted over. You can catch chickenpox through:

Direct contact with the fluid from a chickenpox blister.
Breathing in droplets when someone with the disease coughs or sneezes nearby.
Most cases occur in children under the age of 10 and are usually mild. However, adults and older children often experience more severe symptoms.

Infants whose mothers have had chickenpox or the chickenpox vaccine are less likely to contract the disease before their first birthday. If they do, they usually experience mild symptoms, as maternal antibodies passed through the bloodstream offer some protection. Conversely, infants under 1 year old whose mothers have not had chickenpox or the vaccine are at higher risk of severe illness.

Severe cases of chickenpox are more common in children with weakened immune systems."
mumps,"Mumps is caused by a type of germ called a virus. When someone has mumps, the virus is in saliva. Coughing or sneezing can release tiny droplets with the virus into the air.

You can get the virus by breathing in tiny droplets. Or you can get the virus by touching a surface where droplets have landed and then touching your face. You also can pick up the virus from direct contact, such as kissing or sharing a water bottle.

Outbreaks in the United States most often happen where people live or work in close contact. These may include college campuses, summer camps and schools."
tetanus,"The bacterium that causes tetanus is called Clostridium tetani. The bacterium can survive in a dormant state in soil and animal feces. It's essentially shut down until it discovers a place to thrive.

When the dormant bacteria enter a wound — a condition good for growth — the cells are ""awakened."" As they are growing and dividing, they release a toxin called tetanospasmin. The toxin impairs the nerves in the body that control muscles."
polio,"Polio is caused by the poliovirus. It mainly targets nerve cells in the spinal cord and brain stem that control muscle movement. Nerve cells controlling sensation are generally not affected.

The naturally-occurring poliovirus, called the wild-type poliovirus, has been eliminated in most countries and causes few cases of polio. Another version of the virus, called the vaccine-derived poliovirus (VDPV), is more widespread and now causes most infections worldwide. VDPV exists mainly in a few countries that use an oral vaccine with a weakened poliovirus.

The weakened virus in the oral vaccine doesn't itself cause polio, and vaccinated people rarely contract VDPV. Instead, VDPV is a new version of the virus that develops within a community or region where not enough people are vaccinated.

Even though the weakened virus in the oral vaccine doesn't cause illness, it can spread. If most people in a community are vaccinated, the spread of the weakened virus is controlled. If many people aren't vaccinated, the weakened virus can move through a community for a long time. This gives the virus the chance to change, or mutate, and behave like the wild-type virus that causes illness.

Infections from VDPV have been reported in the United States. In each case, the person was either not vaccinated or had a significantly weakened immune system. One case in New York in 2022 was in a county with a lower-than-average polio vaccination rate. Samples from wastewater showed that VDPV was spreading in some communities.

Since 2000, polio vaccination in the United States has used an injected vaccine with an inactivated poliovirus that doesn't create the risk for VDPV."
lupus,"As an autoimmune disease, lupus occurs when your immune system attacks healthy tissue in your body. It's likely that lupus results from a combination of your genetics and your environment.

It appears that people with an inherited predisposition for lupus may develop the disease when they come into contact with something in the environment that can trigger lupus. The cause of lupus in most cases, however, is unknown. Some potential triggers include:

Sunlight. Exposure to the sun may bring on lupus skin lesions or trigger an internal response in susceptible people.
Infections. Having an infection can initiate lupus or cause a relapse in some people.
Medications. Lupus can be triggered by certain types of blood pressure medications, anti-seizure medications and antibiotics. People who have drug-induced lupus usually get better when they stop taking the medication. Rarely, symptoms may persist even after the drug is stopped."
hemophilia,"When a person bleeds, the body typically pools blood cells together to form a clot to stop the bleeding. Clotting factors are proteins in the blood that work with cells known as platelets to form clots. Hemophilia occurs when a clotting factor is missing or levels of the clotting factor are low.

Congenital hemophilia
Hemophilia is usually inherited, meaning a person is born with the disorder (congenital). Congenital hemophilia is classified by the type of clotting factor that's low.

The most common type is hemophilia A, associated with a low level of factor 8 The next most common type is hemophilia B, associated with a low level of factor 9.

Acquired hemophilia
Some people develop hemophilia with no family history of the disorder. This is called acquired hemophilia.

Acquired hemophilia is a variety of the condition that occurs when a person's immune system attacks clotting factor 8 or 9 in the blood. It can be associated with:

Pregnancy
Autoimmune conditions
Cancer
Multiple sclerosis
Drug reactions
Hemophilia inheritance
In the most common types of hemophilia, the faulty gene is located on the X chromosome. Everyone has two sex chromosomes, one from each parent. Females inherit an X chromosome from the mother and an X chromosome from the father. Males inherit an X chromosome from the mother and a Y chromosome from the father.

This means that hemophilia almost always occurs in boys and is passed from mother to son through one of the mother's genes. Most women with the defective gene are carriers who have no signs or symptoms of hemophilia. But some carriers can have bleeding symptoms if their clotting factors are moderately decreased."
Chronic Fatigue Syndrome (CFS),"The cause of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is still unknown. A combination of factors may be involved, including:

Genetics. ME/CFS appears to run in some families, so some people may be born with a higher likelihood of developing the disorder.
Infections. Some people develop ME/CFS symptoms after getting better from a viral or bacterial infection.
Physical or emotional trauma. Some people report that they experienced an injury, surgery or significant emotional stress shortly before their symptoms began.
Problems with energy usage. Some people with ME/CFS have problems converting the body's fuel, primarily fats and sugars, into energy."
