Disease,Cause,BERTScore_Healthline,BERTScore_MedlinePlus,BERTScore_MayoClinic,ROUGE1_Healthline,ROUGE2_Healthline,ROUGEL_Healthline,ROUGE1_MedlinePlus,ROUGE2_MedlinePlus,ROUGEL_MedlinePlus,ROUGE1_MayoClinic,ROUGE2_MayoClinic,ROUGEL_MayoClinic
delirium,"Based on the provided information from Mayo Clinic, MedlinePlus, and Healthline, the main causes of delirium can be summarized as:

1. Medical conditions:
   - Stroke
   - Heart attack
   - Worsening lung or liver disease
   - Injury from a fall
   - Severe, long-lasting illness or death
   - Fever and a new infection
   - Urinary tract infection
   - Pneumonia
   - The flu or COVID-19, especially in older adults

2. Medication-related factors:
   - Certain medicines or side effects
   - Abuse or withdrawal of alcohol or drugs
   - Medicines that treat:
     - Pain
     - Sleep problems
     - Mood disorders
     - Allergies
     - Asthma
     - Swelling
     - Parkinson's disease
     - Spasms or convulsions
   - Up to 39% of cases are caused by medication side effects

3. Lifestyle factors:
   - Lack of sleep
   - Severe emotional distress
   - Pain
   - General anesthesia and surgery
   - Poor nutrition or dehydration

4. Other factors:
   - Infections, including urinary tract infections, pneumonia, and meningitis
   - Electrolyte or body chemical disturbances
   - Poisoning
   - Blockage of dopamine or serotonin due to medications or other factors
   - Imbalance in the body, such as low sodium or",0.8096176981925964,0.8182294368743896,0.8324471712112427,0.41691842900302123,0.0911854103343465,0.14501510574018128,0.4334600760456273,0.1532567049808429,0.18250950570342206,0.6043956043956045,0.39226519337016574,0.3681318681318681
epilepsy,"The main causes of epilepsy are:

1. **Unknown/Unidentifiable causes**: In about half of the people with epilepsy, the cause cannot be determined.
2. **Genetic factors**: Some forms of epilepsy are hereditary, suggesting a genetic component. Researchers have identified specific genes associated with certain types of epilepsy.
3. **Head trauma**: Severe head injuries, such as those sustained in car accidents or other traumatic events, can lead to epilepsy.
4. **Brain-related factors**: Brain tumors and abnormalities in blood vessel formation, such as arteriovenous or cavernous malformations, can cause epilepsy.
5. **Infections**: Conditions such as meningitis, HIV, viral encephalitis, and certain parasitic infections can result in epilepsy.
6. **Prenatal injury**: The developing brain of a fetus is particularly vulnerable to damage from maternal infections, poor nutrition, or oxygen deprivation, potentially leading to epilepsy or cerebral palsy.
7. **Developmental conditions**: Epilepsy often occurs alongside developmental disorders, such as autism, ADHD, or other neurodevelopmental conditions.

Additional factors that can contribute to the development of seizures include:

* **Traumatic brain injury or other head trauma**
* **Serious illness or very high fever**
* **Stroke**
* **Lack of oxygen to the brain**
* **Brain tumor or cyst**
* **Dementia, including Alzheimer’s disease**
* **Maternal use of some drugs, prenatal injury, brain",0.8577931523323059,0.840811014175415,0.8676786422729492,0.5696202531645569,0.3375796178343949,0.37341772151898733,0.13636363636363635,0.027522935779816512,0.07272727272727272,0.5349794238683128,0.21074380165289258,0.3251028806584362
heart failure,"According to the information provided, the main causes of heart failure are:

1. Coronary artery disease (CAD): This occurs when fatty deposits build up in the arteries, reducing blood flow to the heart, leading to muscle weakness or blockage.

2. High blood pressure: Uncontrolled hypertension can lead to stiffness or weakening of the heart muscle.

These two conditions are often cited as the most common causes of heart failure. However, other factors such as heart attack, inherited heart disease, cardiomyopathy, myocarditis, and some types of abnormal heart rhythms (arrhythmias) may also increase the risk of developing heart failure.",0.8835555911064148,0.8634130358695984,0.8594498634338379,0.5537190082644629,0.31666666666666665,0.37190082644628103,0.37209302325581395,0.1922077922077922,0.21705426356589144,0.25041736227045075,0.11725293132328309,0.1702838063439065
peptic ulcer,"The main causes of peptic ulcers, according to the provided information, are:

1. Helicobacter pylori (H. pylori) infection: This type of bacteria lives in the mucous layer that covers the stomach and small intestine, and it can cause swelling and irritation, leading to inflammation and ulcer formation.

2. Regular use of certain pain relievers, specifically:
   - Aspirin
   - Nonsteroidal anti-inflammatory drugs (NSAIDs)
   - Ibuprofen (Advil, Motrin IB, others)
   - Naproxen sodium (Aleve, Anaprox DS, others)
   - Ketoprofen and others (though it is noted that acetaminophen is not included in NSAIDs)

This prolonged use of these medications can irritate or inflame the lining of the stomach and small intestine, leading to an ulcer.

Smoking and excessive alcohol consumption are also additional risk factors for developing peptic ulcers. However, these are not classified as direct causes of peptic ulcers but rather as risk factors that can lead to the development of the condition.",0.8497827649116516,0.8600007891654968,0.8794775605201721,0.423963133640553,0.13953488372093023,0.23041474654377878,0.4625,0.16981132075471694,0.1875,0.541899441340782,0.30898876404494385,0.3016759776536313
urinary tract infection (UTI),"The main causes of urinary tract infections (UTIs) as mentioned in the provided information are:

1. Bacteria entering the urinary tract through the urethra, which often begins at the anus due to anatomical proximity.
2. Infection of the bladder, usually caused by Escherichia coli (E. coli), a type of bacteria commonly found in the gastrointestinal tract.
3. Infection of the urethra, which can be caused by:
   - GI bacteria spreading from the anus to the urethra.
   - Sexually transmitted infections such as herpes, gonorrhea, chlamydia, and mycoplasma, often due to close proximity between the urethra and the vagina.
   - Presence of kidney stones, which can create an obstruction and promote bacterial growth.
   - Certain types of cancer, which can cause urinary tract obstructions or blockages.

Other factors that may increase the risk of a UTI, but are not considered the main causes, include:

- Age (especially older adults)
- Reduced mobility
- Pregnancy
- Pregnancy-related hormonal and physical changes
- Weakened immune system
- Abnormal development of urinary structures from birth
- Congenital abnormalities
- Certain conditions such as diabetes
- Certain types of cancer
- Prolonged use of urinary catheters

Understanding these factors can help in prevention and management of UTIs.",0.8540172576904297,0.8679347634315491,0.8633168935775757,0.4137931034482758,0.1736111111111111,0.18620689655172415,0.5408450704225352,0.2776203966005666,0.2816901408450704,0.5036319612590798,0.26277372262773724,0.28087167070217917
melanoma,"According to the information, the main causes of melanoma are:

1. Exposure to ultraviolet (UV) light, particularly from:
   - The sun
   - Tanning lamps
   - Tanning beds

However, it's also mentioned that not all melanomas are caused by UV light, especially those occurring in areas not exposed to sunlight, suggesting that additional factors may also contribute to the risk of melanoma.",0.8547958135604858,0.8181595802307129,0.8360815644264221,0.3582089552238806,0.2406015037593985,0.32089552238805974,0.18285714285714288,0.028735632183908046,0.08571428571428572,0.2727272727272727,0.11764705882352942,0.21428571428571427
gastritis,"According to the provided information from reliable sources like MayoClinic, MedlinePlus, and Healthline, the main causes of gastritis are:

1. Certain medicines, such as aspirin, ibuprofen, or naproxen and other similar drugs
2. Heavy alcohol drinking
3. Infection of the stomach with a bacteria called Helicobacter pylori

These are listed as the most common causes of gastritis.",0.8479049205780029,0.8835365176200867,0.8339026570320129,0.2978723404255319,0.043010752688172046,0.14893617021276595,0.4814814814814815,0.35000000000000003,0.43209876543209874,0.30088495575221236,0.0900900900900901,0.1592920353982301
glaucoma,"According to the provided information, the main causes of glaucoma are:

1. Increased pressure in the eye due to the buildup of fluid (aqueous humor) that flows through the inside of the eye.
2. Damaged or restricted drainage system in the eye, specifically the trabecular meshwork (where fluid normally drains).

More specifically, the following are potential causes of glaucoma:

- Open-angle glaucoma: drainage angle remains open, but other parts of the drainage system don't function properly.
- Acute angle-closure glaucoma: iris bulges and blocks the drainage angle, trapping fluid and increasing eye pressure.
- Normal-tension glaucoma: optic nerve damage with normal eye pressure; may be due to increased sensitivity of the optic nerve or reduced blood flow (possibly due to atherosclerosis or other circulation-related conditions).
- Glaucoma in children: possible causes include blocked drainage, injury, or underlying medical conditions leading to optic nerve damage.
- Pigmentary glaucoma: pigment granules from the iris flake off and obstruct or slow the drainage of fluid, leading to increased eye pressure.

It's worth noting that the exact reasons for glaucoma are not always fully understood, and the causes may be complex and multi-factorial.",0.8466683030128479,0.9017273187637329,0.8854859471321106,0.38787878787878793,0.06707317073170732,0.19393939393939397,0.6019047619047619,0.40152963671128106,0.47238095238095235,0.5301204819277108,0.2694300518134715,0.34767641996557663
tachycardia,"The main causes of tachycardia, as per the provided information, include:

1. Irregular heart rhythms or arrhythmias (e.g., atrial fibrillation)
2. Various factors that affect the body's electrolyte balance, such as:
   - Imbalances in potassium, sodium, calcium, and magnesium
3. Certain medications
4. The following lifestyle habits and substances that can trigger tachycardia:
   - Excessive alcohol consumption (14 or more drinks per week for men, or 7 or more drinks per week for women)
   - High or low blood pressure
   - Overactive thyroid (hyperthyroidism)
   - Anemia (low red blood cell count)
   - Smoking or nicotine use
   - Use of stimulant drugs, such as cocaine or methamphetamine

It's essential to note that sinus tachycardia, which is a fast heart rate caused by factors like exercise or stress, is considered a symptom rather than a standalone medical condition.",0.8950586318969727,0.892568826675415,0.8857929110527039,0.7177700348432056,0.49122807017543857,0.43902439024390244,0.704626334519573,0.4444444444444444,0.4199288256227758,0.5923344947735191,0.3087719298245614,0.3484320557491289
anemia,"According to the information, the main causes of anemia can be categorized into the following groups:

1. **Decrease in red blood cell production**:
	* Acquired factors:
		+ Inadequate dietary intake of nutrients (e.g., iron, vitamin B12, folate)
		+ Kidney disease
		+ Certain types of cancer (e.g., leukemia, lymphoma, multiple myeloma)
		+ Autoimmune diseases (e.g., lupus, rheumatoid arthritis)
		+ Infections (e.g., HIV, tuberculosis)
		+ Hypothyroidism
		+ Inflammatory bowel disease (IBD)
		+ Certain medications or treatments (e.g., chemotherapy, radiation therapy)
		+ Exposure to toxins (e.g., lead)
	* Inherited conditions:
		+ Fanconi anemia
		+ Schwachman-Diamond syndrome
		+ Diamond-Blackfan anemia
		+ Dyskeratosis congenita
		+ Amegakaryocytic thrombocytopenia

2. **Increase in red blood cell destruction or loss**:
	* Acquired factors:
		+ Blood loss (e.g., accidents, injuries, surgery, heavy menstrual bleeding, childbirth)
		+ Gastrointestinal lesions (e.g., ulcers, IBD, cancer)
		+ Heavy nosebleeds
		+ Frequent blood donation",0.8343842625617981,0.8017397522926331,0.7862346172332764,0.37655417406749553,0.2281639928698752,0.34458259325044405,0.23461538461538461,0.08108108108108107,0.12692307692307692,0.17619783616692428,0.05271317829457364,0.09891808346213292
pancreatitis,"The main causes of pancreatitis, as stated from the combined sources (Mayo Clinic, MedlinePlus, and Healthline), include:

1. Gallstones: Small, solid masses that form from bile, a fluid that helps with digestion.
2. Heavy alcohol use: Excessive drinking can lead to pancreatitis.
3. Certain medicines: Some medications can cause pancreatitis.
4. Abdominal surgery: Injury from surgery can lead to pancreatitis.
5. Infections: Some types of infections may cause pancreatitis.
6. Cancer of the pancreas: Certain cancers can lead to pancreatitis.

Smoking, high levels of triglycerides (a type of fat in the blood), and high levels of calcium or parathyroid hormone in the blood (also known as hypercalcemia) can contribute to the development of pancreatitis as well.

Additionally, some genetic disorders and family history of pancreatitis can also play a role. However, the exact cause of pancreatitis may not be identified in some cases, leading to a diagnosis of idiopathic pancreatitis.",0.8573932647705078,0.8858358860015869,0.8643677234649658,0.4983606557377049,0.22442244224422445,0.24262295081967217,0.546218487394958,0.2966101694915254,0.32773109243697485,0.3988439306358381,0.12209302325581395,0.21965317919075145
tuberculosis,"According to the trusted sources, the main causes of tuberculosis are:

1. **Inhaling droplets that carry the bacteria**: People can spread the disease through tiny droplets that contain Mycobacterium tuberculosis, which are released through activities like speaking, singing, laughing, coughing, or sneezing.

2. **Crowded indoor spaces**: TB disease spreads easily in indoor spaces where people live or work together for long periods.

3. **Poor treatment and antibiotic resistance**: If people with active TB disease don't follow treatment directions, stop taking medication, or if medications are not taken correctly, it can lead to the development of drug-resistant strains of the bacteria.

These causes can contribute to the spread of tuberculosis disease, and some people are more likely to get infected based on individual factors such as lifestyle, behavior, and health status.",0.860593855381012,0.8494298458099365,0.8777944445610046,0.3888888888888889,0.072,0.1507936507936508,0.35380835380835385,0.06419753086419752,0.16216216216216217,0.4629213483146068,0.1986455981941309,0.24269662921348314
chickenpox,"According to the trusted information provided from MayoClinic, MedlinePlus, and Healthline, the main cause of chickenpox is the varicella-zoster virus, a member of the herpesvirus family, specifically the varicella-zoster virus (VZV).",0.8296028971672058,0.839786171913147,0.8432403802871704,0.3111111111111111,0.06818181818181818,0.15555555555555556,0.19534883720930232,0.09389671361502347,0.1302325581395349,0.20689655172413793,0.10945273631840796,0.12807881773399016
mumps,"Based on the information provided from the three trusted sources, the main causes of mumps are:

1. Breathing in viral droplets released during coughing or sneezing
2. Touching a surface contaminated with infected saliva and then touching the face
3. Direct contact with objects contaminated with infected saliva (such as sharing a water bottle or kissing)
4. Being in close contact with someone who has the virus, particularly in settings like college campuses, summer camps, and schools.

These causes allow the virus to spread from person to person.",0.8696355819702148,0.8653929829597473,0.8889027833938599,0.43274853801169594,0.15384615384615385,0.23391812865497075,0.4043715846994535,0.12154696132596686,0.18579234972677597,0.5284974093264249,0.2198952879581152,0.3316062176165803
tetanus,"According to the information from MayoClinic, MedlinePlus, and Healthline, the main causes of tetanus infection are:

1. Entrapping spores of Clostridium tetani in a wound or cut.
2. Exposing the skin to contaminated soil, dirt, animal feces, or saliva.
3. Other injuries, including:
   - Crush injuries
   - Injuries with dead tissue
   - Burns
   - Puncture wounds from piercings, tattoos, injection drug use, or injury (such as stepping on a nail)

In particular, MedlinePlus states that nearly all cases of tetanus in the United States occur in individuals who have not been vaccinated against the disease, suggesting an injury or exposure primarily as the cause of infection.",0.860503613948822,0.842036783695221,0.8244736194610596,0.47659574468085103,0.24034334763948498,0.2808510638297872,0.4096385542168675,0.1781376518218623,0.24899598393574293,0.28571428571428575,0.057803468208092484,0.18285714285714286
polio,"According to the information provided by MayoClinic, MedlinePlus, and Healthline, the main causes of polio are:

1. Infection with the poliovirus: Polio is caused by the poliovirus, which primarily targets nerve cells in the spinal cord and brainstem responsible for muscle movement, nerve cells involved in sensation are generally unaffected.

2. Exposure to the weakened poliovirus in an oral vaccine: The weakened virus in the oral vaccine can spread through a community, especially in areas with low vaccination rates, allowing the virus to circulate and evolve.

3. Direct contact with an infected person or object (e.g., infected mucus, phlegm, or feces): The virus can spread through direct person-to-person contact, contact with infected respiratory and gastrointestinal secretions, or contact with contaminated material.

Additionally, cases of polio have been linked to:

- Lack of immunization against polio
- Travel to areas with polio outbreaks
- Having a significantly weakened immune system",0.8729730248451233,0.8688114285469055,0.8605769872665405,0.4804177545691906,0.29396325459317585,0.3394255874673629,0.4983388704318936,0.1806020066889632,0.23920265780730895,0.40281030444964877,0.20235294117647057,0.252927400468384
lupus,"Based on the trusted information from the sources provided:

1. Genetics: Lupus has a genetic component, with over 50 genes associated with the condition. Having a family history of lupus may also increase a person's risk.

2. Environmental factors: These include:
   - Exposure to sunlight (potential trigger, but cause remains unknown)
   - Viral infections
   - Exposure to toxins like silica dust
   - Smoking
   - Stress

3. Hormones: Atypical hormone levels, such as increased estrogen levels, have been suggested as a potential contributor to lupus.

4. Infections: The exact link between lupus and infections is still being studied, but potential triggers may include cytomegalovirus and Epstein-Barr infections.

5. Medications: Some medications can triggers lupus, including:
   - Certain blood pressure medications
   - Anti-seizure medications
   - Antibiotics
   - Hydralazine (Apresoline)
   - Procainamide (Procanbid)
   - Quinidine
   - TNF blocker medications
   - Tetracyclines (e.g., minocycline)

It's clear that the cause of lupus remains unknown, but these potential causes may play a role in triggering or developing the disease.",0.8769978284835815,0.8409090042114258,0.8459839820861816,0.5515320334261838,0.25210084033613445,0.3342618384401114,0.2736842105263158,0.0851063829787234,0.10526315789473685,0.4290429042904291,0.10631229235880399,0.20462046204620463
hemophilia,"The main causes of hemophilia are:

1. **Inherited gene variants**: The most common cause of hemophilia, typically inherited through the X chromosome in males and passed from mother to son. The inherited type is usually categorized into two main subtypes:
   - **Hemophilia A**: Caused by a deficiency of clotting factor 8.
   - **Hemophilia B**: Caused by a deficiency of clotting factor 9.

2. **Acquired hemophilia**: Also known as non-inherited hemophilia, this form of the disorder is caused by the immune system mistakenly attacking clotting factor 8 or 9 in the blood. This type is not passed from parents to offspring but can occur in individuals who:
   - Have conditions such as pregnancy, autoimmune diseases, cancer, multiple sclerosis, or drug reactions.
   - Are classified as ""autoantibodies"" (abnormal antibodies produced by the body) that react against clotting factors, leading to their malfunction.",0.873102068901062,0.8471589684486389,0.8637548089027405,0.513715710723192,0.2756892230576441,0.3192019950124688,0.4088669950738916,0.08415841584158415,0.17241379310344832,0.4830917874396135,0.20388349514563106,0.25603864734299514
Chronic Fatigue Syndrome (CFS),"The main causes of Chronic Fatigue Syndrome (CFS) are not fully understood, but some factors are believed to be involved. These factors can be categorized into the following groups:

1. Genetic predisposition: Research suggests that a combination of genetic and environmental factors may contribute to the development of CFS.
2. Infections: Certain viral and bacterial infections, such as Epstein-Barr virus (EBV), Ross River virus (RRV), rubella virus, Coxiella burnetii and Mycoplasma pneumoniae, have been linked to CFS.
   - About 1 in 10 people with these infections will develop a condition that meets the criteria for a CFS diagnosis.
   - Those who've had severe symptoms with these infections are at a higher risk for later developing CFS.

3. Immune system problems: Some people with CFS may have weakened immune systems, but it is unclear if this is enough to cause the disorder.
4. Hormonal imbalances: Abnormal hormone levels have been found in some people with CFS, but it is unsure if this is significant.
5. Physical or emotional trauma: Some people report experiencing an injury, surgery, or significant emotional stress shortly before their symptoms began.
   - Problems with energy usage may also play a role, as some people with ME/CFS have difficulty converting the body's fuel into energy.
6. Stress: Chronic stress is also considered a contributing factor to CFS.

The exact interactions between these factors",0.8793110251426697,0.8564029932022095,0.8842268586158752,0.6101694915254237,0.35744680851063826,0.41101694915254233,0.48769574944071586,0.09438202247191012,0.18344519015659955,0.4909090909090909,0.27439024390243905,0.37575757575757573
