Disease,Cause,BERTScore_Healthline,BERTScore_MedlinePlus,BERTScore_MayoClinic,ROUGE1_Healthline,ROUGE2_Healthline,ROUGEL_Healthline,ROUGE1_MedlinePlus,ROUGE2_MedlinePlus,ROUGEL_MedlinePlus,ROUGE1_MayoClinic,ROUGE2_MayoClinic,ROUGEL_MayoClinic
Parkinson's disease,"According to the information provided, the main factors that seem to play a role in the development of Parkinson's disease are:

1. **Genes**: Specific genetic changes are linked to Parkinson's disease, although they are rare unless many family members have had the disease.
2. **Environmental factors**: Exposure to certain toxins or other environmental factors may increase the risk of Parkinson's disease, such as:
	* MPTP (a substance found in some illegal drugs)
	* Pesticides
	* Contaminated well water used for drinking
3. **Unknown or unconfirmed factors**:
	* Viruses: Some scientists believe that viruses may trigger Parkinson's disease.
	* Head injuries
	* Geographic location (higher prevalence in white people compared to Black or Asian people)
4. **Altered cellular processes**:
	* Changes to mitochondria (powerhouse compartments inside cells that create most of the body's energy)
	* Presence of Lewy bodies (clumps of proteins in the brain associated with Parkinson's disease)
	* Abnormal alpha-synuclein protein found within Lewy bodies

It is essential to note that the exact cause of Parkinson's disease is still unknown, and researchers continue to study the various factors that contribute to the development of the disease.",0.8543934226036072,0.8260064125061035,0.8687371015548706,0.5024630541871921,0.2524752475247525,0.2118226600985222,0.3028391167192429,0.06349206349206349,0.1577287066246057,0.5381679389312977,0.3486590038314177,0.37404580152671757
psoriatic arthritis,"Based on the information provided from MayoClinic, MedlinePlus, and Healthline, the main causes of psoriatic arthritis are:

1. **Genetic factors:** Many people with psoriatic arthritis have a family history of either psoriasis or psoriatic arthritis. Certain genetic markers, such as changes in the human leukocyte antigen (HLA) complex, have been identified as risk factors.

2. **Environmental triggers:** Physical trauma, viral or bacterial infections, extreme stress, or injury may trigger psoriatic arthritis in people with an inherited tendency.

While the exact cause of psoriatic arthritis is still unknown, a combination of genetic and environmental factors seems to play a role in triggering the disease.",0.8651126623153687,0.8619672060012817,0.8985766768455505,0.3687150837988828,0.11299435028248588,0.16759776536312848,0.34759358288770054,0.13978494623655913,0.18716577540106955,0.5841584158415842,0.38,0.396039603960396
cirrhosis,"Based on the provided information from MayoClinic, MedlinePlus, and Healthline, the main causes of cirrhosis can be categorized into three groups:

**Most Common Causes:**

1. Hepatitis B or C infection
2. Alcohol overuse (long-term)
3. Nonalcoholic fatty liver disease (NAFLD) with metabolic associated steatotic liver disease (MASLD) or metabolic associated steatohepatitis (MASH)

**Less Common Causes:**

1. Autoimmune hepatitis (AH)
2. Bile duct disorders
3. Some medicines
4. Liver diseases passed down in families

**Other Causes:**

1. Chronic metabolic conditions such as:
	* Hemochromatosis (excessive iron accumulation)
	* Cystic fibrosis
	* Alpha-1 antitrypsin deficiency
2. Genetic conditions:
	* Wilson's disease (copper buildup in the liver)
	* Galactosemia or glycogen storage disease
	* Alagille syndrome
3. Infections:
	* Syphilis or brucellosis
4. Other conditions:
	* Primary biliary cholangitis
	* Primary sclerosing cholangitis
	* Biliary atresia (malformed bile ducts)

Note that some sources may group these causes differently or provide additional information, but these categories represent the main causes of cirrhosis based on the provided information.",0.8546848297119141,0.8469122648239136,0.847271203994751,0.5466666666666666,0.2483221476510067,0.3,0.45255474452554745,0.25000000000000006,0.291970802919708,0.5394736842105263,0.21854304635761587,0.256578947368421
delirium,"Based on the provided information from MayoClinic, MedlinePlus, and Healthline, the main causes of delirium can be categorized into the following groups:

1. **Physical illnesses and conditions:**
	* Stroke
	* Heart attack
	* Worsening lung or liver disease
	* Injury from a fall
	* Urinary tract infection
	* Pneumonia
	* The flu (influenza)
	* COVID-19 (especially in older adults)
	* Acute illness
	* Infections (such as meningitis)
	* Worsening symptoms of a long-term (chronic) illness
	* Dehydration
2. **Medications and medication side effects:**
	* Certain medicines (e.g., pain, sleep problems, mood disorders, allergies, asthma, swelling, and Parkinson's disease)
	* Medication overdose or withdrawal
	* Sedatives
	* Blood pressure medications
	* Sleeping pills
	* Pain relievers
	* Electrolyte or other body chemical disturbances
3. **Other factors:**
	* Exposure to toxins (e.g., carbon monoxide, cyanide, or other poisons)
	* General anesthesia and surgery
	* Autoimmune disease
	* Lack of sleep
	* Severe emotional distress
	* Pain
	* Metabolic issues (e.g., low blood sugar or an electrolyte imbalance)
	* Blockage of arteries",0.8370971083641052,0.8279057145118713,0.8297492861747742,0.44859813084112155,0.18808777429467088,0.19314641744548286,0.4031620553359684,0.199203187250996,0.2213438735177866,0.4971751412429378,0.2613636363636364,0.2824858757062147
epilepsy,"The main causes of epilepsy can be summarized into several categories:

1. **Unknown cause**: In about half of people with epilepsy, the cause cannot be determined.

2. **Genetic influence**: Some people may have a genetic predisposition to epilepsy, which can be hereditary or caused by spontaneous genetic mutations.

3. **Head trauma**: Severe head injuries, such as those sustained in car accidents or other traumatic events, can lead to epilepsy.

4. **Brain-related factors**:
	* Brain tumors and abnormalities in blood vessel formation, such as arteriovenous or cavernous malformations, can cause epilepsy.
	* Strokes are a leading cause of epilepsy in adults over 35.

5. **Infections**: Conditions such as meningitis, HIV, viral encephalitis, and certain parasitic infections can result in epilepsy.

6. **Prenatal injury**: Brain damage in the developing fetus, caused by maternal infections, poor nutrition, or oxygen deprivation, can lead to epilepsy or cerebral palsy.

7. **Developmental conditions**: Epilepsy often occurs alongside developmental disorders, such as:
	* Autism
	* Attention-deficit/hyperactivity disorder (ADHD)
	* Alzheimer's disease
	* Other developmental conditions and neurological diseases

8. **Seizure triggers**: While not a direct cause of epilepsy, triggers such as:
	* Alcohol consumption
	* Flashing lights
	* Illicit drug use
	* Missing",0.8414028882980347,0.8326794505119324,0.8645359873771667,0.4640522875816993,0.1513157894736842,0.24836601307189543,0.1142857142857143,0.019230769230769232,0.08571428571428572,0.546218487394958,0.24894514767932488,0.36554621848739494
heart failure,"Based on the provided information from MayoClinic, MedlinePlus, and Healthline, the main causes of heart failure are:

1. **Coronary artery disease (CAD)**: The buildup of fatty deposits in the arteries, reducing blood flow and oxygen to the heart, leading to heart muscle weakening or damage.
2. **High blood pressure (hypertension)**: The heart has to work harder to pump blood, leading to muscle stiffening or weakening.
3. **Heart attack**: Damage to the heart muscle from a blocked artery, reducing its pumping ability.
4. **Heart valve disease**: Abnormalities in the heart valves, forcing the heart to work harder to pump blood.
5. **Infections**: Such as myocarditis (virus or bacterial infection), which can weaken the heart muscle.
6. **Congenital heart defects**: Heart problems present at birth, requiring the heart to work harder to pump blood.
7. **Arrhythmias**: Irregular heart rhythms, which can lead to sudden changes in heart function or muscle performance.
8. **Inherited heart disease**: Conditions passed down from parents that can lead to heart muscle weakening or damage.
9. **Diseases that can contribute to heart failure**: Such as diabetes, HIV infection, an overactive or underactive thyroid, or a buildup of iron or protein.

These conditions can lead to the heart muscle becoming weak or stiff, reducing its ability to pump blood effectively, and resulting in heart failure.",0.852241039276123,0.8518447279930115,0.8666664361953735,0.43333333333333335,0.1787709497206704,0.24444444444444444,0.47920792079207924,0.17892644135188868,0.198019801980198,0.45746164574616455,0.2601398601398601,0.30404463040446306
peptic ulcer,"The main causes of peptic ulcers are:

1. **Helicobacter pylori (H. pylori) infection**: A bacteria that lives in the mucous layer of the stomach and small intestine, which can cause inflammation and lead to an ulcer.
2. **Regular use of certain pain relievers**: Taking aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) over time can irritate or inflame the lining of the stomach and small intestine.
3. **Other factors that increase risk**: Drinking too much alcohol, smoking, being very ill, radiation treatments, stress, and Zollinger-Ellison syndrome (a rare condition that causes the stomach to produce too much acid).

These causes contribute to the breakdown of the protective mucous layer in the digestive tract, leading to peptic ulcers.",0.8637021780014038,0.8866327404975891,0.8686442375183105,0.5347593582887701,0.16216216216216217,0.27807486631016043,0.5862068965517241,0.3333333333333333,0.31034482758620685,0.49390243902439024,0.29447852760736193,0.30487804878048774
urinary tract infection (UTI),"According to the provided information from Mayo Clinic and MedlinePlus, the main causes of urinary tract infections (UTIs) are:

1. **Bacteria entering the urinary tract**: Bacteria typically enter the urinary tract through the urethra and begin to spread in the bladder.
2. **Anatomy of the female urinary system**: The female urethra is close to the anus, making it easier for bacteria to enter the urethra and travel to the bladder.

As for risk factors that contribute to the development of UTIs, according to the provided information from MedlinePlus and Healthline, they are:

1. **Age**: Older adults are more prone to UTIs.
2. **Reduced mobility**: Prolonged bed rest or recovery after surgery can increase the risk.
3. **Urinary tract obstructions or blockages**: Kidney stones, enlarged prostate, certain types of cancer, or prolonged use of urinary catheters.
4. **Diabetes**: High blood sugar levels can promote bacterial growth.
5. **Pregnancy**: Hormonal and physical changes during pregnancy can increase susceptibility.
6. **Congenital abnormalities**: Structural abnormalities of the urinary tract present from birth can impair urine flow.
7. **Weakened immune system**: Conditions that compromise the immune system make it harder to fight infections.
8. **Previous UTIs**: A previous UTI can raise the likelihood of recurrence.
9. **Kidney stones**: These can obstruct urine flow,",0.8519616723060608,0.9024766087532043,0.848266065120697,0.4789644012944984,0.22801302931596093,0.2912621359223301,0.7112299465240642,0.5591397849462365,0.5294117647058822,0.412037037037037,0.19534883720930232,0.24074074074074076
melanoma,"According to the provided sources (MayoClinic, MedlinePlus, and Healthline), the main causes of melanoma are:

1. **Changes in DNA of melanocytes**: Melanoma develops when healthy melanocytes undergo changes in their DNA, leading to cancer cells that multiply rapidly and avoid normal cell death.

2. **Exposure to ultraviolet (UV) light**: Ultraviolet light, from the sun or artificial sources like tanning beds, is considered the primary cause of melanoma. This is a combination of environmental and genetic factors, but UV light is the leading driver.

3. **Unknown genetic and environmental factors**: The exact cause of DNA changes in melanocytes that lead to melanoma is unclear, and it's likely influenced by a combination of genetic and environmental factors.

4. **Other possible risk factors**: Other factors that may contribute to an individual's risk of developing melanoma include:
   - Fair skin, blue or green eyes, or red or blond hair
   - Living in sunny climates or at high altitudes
   - Spending a lot of time in high levels of strong sunlight
   - Previous sunburns, especially those during childhood
   - Using tanning devices like tanning beds
   - Having close relatives with melanoma
   - Certain types of moles (atypical or dysplastic) or many birthmarks
   - A weakened immune system due to disease or medicines",0.8661558628082275,0.8598857522010803,0.8486378788948059,0.5609756097560974,0.3235294117647059,0.2780487804878049,0.4796747967479675,0.236734693877551,0.34959349593495936,0.45333333333333337,0.1607142857142857,0.19555555555555557
gastritis,"According to the sources provided, the main causes of gastritis are:

1. Inflammation of the stomach lining due to weaknesses or injuries to the stomach's protective barrier.
2. Various diseases and conditions can increase the risk of gastritis, including:
   - Inflammatory conditions like Crohn's disease
   - Autoimmune disorders (such as pernicious anemia)

And specifically, the most common causes of gastritis are:
- Certain medicines, such as aspirin, ibuprofen, or naproxen and other similar drugs
- Heavy alcohol drinking
- Infection of the stomach with a bacteria called Helicobacter pylori (H. pylori)
- Gastrointestinal bacterial infection (mainly H. pylori, but also other infections like cytomegalovirus and herpes simplex virus)

Additionally, factors that increase the risk of developing gastritis include:
- Routine use of NSAIDs like ibuprofen and aspirin
- Extreme alcohol consumption
- Cocaine use
- Age (the stomach lining thins naturally with age)
- Tobacco use
- Stress
- Autoimmune disorders
- Digestive disorders like Crohn’s disease
- Viral infections",0.8722515106201172,0.8776893019676208,0.8500155210494995,0.5806451612903225,0.2743682310469314,0.3942652329749104,0.45849802371541504,0.3426294820717131,0.30830039525691694,0.4117647058823529,0.24752475247524752,0.28431372549019607
glaucoma,"According to the provided information, the main causes of glaucoma can be categorized into several factors:

1. **Increased eye pressure**: The fluid in the eye (aqueous humor) builds up, causing the eye pressure to increase. This can be due to:
	* Blockage or partial obstruction of the drainage channels in the cornea and iris.
	* High production of the aqueous humor.
	* Poor or reduced blood flow to the optic nerve.
	* High or elevated blood pressure.
2. **Impaired drainage**: The trabecular meshwork, which is responsible for draining the aqueous humor, may not function properly.
3. **Genetic factors**: Certain genes have been identified as being associated with high eye pressure and optic nerve damage, suggesting a hereditary component to glaucoma.
4. **Other medical conditions**: Certain medical conditions, such as:
	* Atherosclerosis (buildup of fatty deposits in the arteries).
	* Underlying medical conditions that damage circulation.
	* Injury or trauma to the eye.
5. **Specific types of glaucoma**: Each type of glaucoma may have unique causes or risk factors, such as:
	* Acute angle-closure glaucoma: Iris bulging blocking the drainage angle.
	* Normal-tension glaucoma: Optic nerve damage despite normal eye pressure.
	* Pigmentary glaucoma: Pigment granules from the iris flaking off and obstructing fluid drainage",0.8441886305809021,0.876146137714386,0.8644790053367615,0.417910447761194,0.13213213213213212,0.2208955223880597,0.5547169811320756,0.29545454545454547,0.24150943396226415,0.4709897610921502,0.20547945205479454,0.2150170648464164
tachycardia,"According to the information provided from MayoClinic, MedlinePlus, and Healthline, the main causes of tachycardia can be grouped as follows:

1. **Heart-related issues:**
   - Atrial fibrillation (AFib)
   - Heart attack
   - High or low blood pressure
   - Certain medications
   - Anemia (low red blood cell count)
   - Hyperthyroidism (overactive thyroid)

2. **Electrolyte imbalances:**
   - Abnormal levels of potassium, sodium, calcium, or magnesium

3. **Substance use and withdrawal:**
   - Excessive alcohol consumption (14+ drinks per week for men, 7+ drinks per week for women)
   - Alcohol withdrawal
   - Too much caffeine
   - Smoking or nicotine use
   - Use of illegal stimulants, such as cocaine or methamphetamine

4. **Medical conditions and infections:**
   - Fever
   - Certain medications (in addition to those causing heart-related issues)

5. **Other general causes:**
   - Stress (leading to sinus tachycardia)
   - Exercise (leading to sinus tachycardia)

Recognizing the underlying causes is important for managing tachycardia effectively.",0.863525390625,0.863171398639679,0.8514523506164551,0.6228373702422145,0.35540069686411146,0.31833910034602075,0.657243816254417,0.398576512455516,0.35335689045936397,0.5743944636678201,0.2578397212543554,0.24221453287197228
anemia,"The main causes of anemia can be broadly classified into several categories:

**Decreased Red Blood Cell Production**

1. **Iron deficiency anemia**: caused by inadequate dietary intake of iron, blood loss, or lack of iron supplementation during pregnancy.
2. **Vitamin deficiency anemia**: caused by inadequate folate or vitamin B-12 in the diet, or difficulty absorbing vitamin B-12.
3. **Anemia of inflammation**: caused by chronic diseases such as cancer, HIV/AIDS, rheumatoid arthritis, kidney disease, or Crohn's disease.
4. **Aplastic anemia**: a rare, life-threatening condition where the body stops making enough new blood cells.
5. **Anemias related to bone marrow diseases**: disorders such as leukemia or myelofibrosis can disrupt red blood cell production.

**Increased Red Blood Cell Destruction or Loss**

1. **Hemolytic anemias**: caused by red blood cells being destroyed faster than the bone marrow can replace them, often due to inherited conditions such as:
	* Sickle cell disease
	* Glucose-6-phosphate dehydrogenase (G6PD) deficiency
	* Thalassemia
	* Pyruvate kinase deficiency
	* Hereditary spherocytosis
	* Hereditary elliptocytosis
2. **Blood loss**: due to accidents, injuries, surgery, heavy menstrual bleeding, childbirth, endometriosis, gastrointestinal lesions",0.8388556838035583,0.8617106080055237,0.8419632911682129,0.41368078175895767,0.21241830065359477,0.2345276872964169,0.44833625218914186,0.31282952548330406,0.3782837127845884,0.32664756446991405,0.1810344827586207,0.24928366762177653
pancreatitis,"The main causes of pancreatitis are:

1. **Gallstones**: Gallstones are the most common cause of acute pancreatitis and can cause a backup of digestive enzymes and bile, leading to inflammation in the pancreas.

2. **Heavy alcohol use**: Drinking excessive amounts of alcohol can cause damage to the pancreas and lead to pancreatitis.

3. **High triglyceride levels**: High levels of triglycerides in the blood can cause pancreatitis.

4. **Medications**: Certain medications can cause pancreatitis as a side effect.

5. **Smoking**: Smoking is a known risk factor for pancreatitis.

6. **Genetic disorders of the pancreas**: Certain genetic disorders can increase the risk of pancreatitis.

7. **Inherited genes linked to pancreatitis**: In some cases, pancreatitis may be caused by inherited genes.

8. **High levels of calcium or parathyroid hormone in the blood**: Abnormal levels of calcium or parathyroid hormone in the blood can cause pancreatitis.

9. **Cystic fibrosis**: This genetic disorder can increase the risk of pancreatitis.

10. **Pancreatic cancer**: Cancer of the pancreas can cause pancreatitis.

11. **Abdominal surgery** and **injury to the abdomen**: Surgery or injury to the abdomen can increase the risk of pancreatitis.

These factors are identified as the main causes of pancreatitis across MayoClinic, MedlinePlus, and Healthline.",0.8439387679100037,0.8595050573348999,0.8506633043289185,0.4576271186440678,0.1931818181818182,0.22033898305084745,0.4599303135888502,0.24561403508771928,0.33449477351916374,0.4556962025316456,0.12722646310432567,0.2379746835443038
tuberculosis,"According to the provided information, the main causes of tuberculosis (TB) are:

1. **Inhaling Mycobacterium tuberculosis bacteria**: TB is caused by a bacterium called Mycobacterium tuberculosis, which is spread through the air when someone with active TB disease coughs, sneezes, talks, or sings, releasing tiny droplets that carry the bacteria.

2. **Poor treatment and misuse of antibiotics**: Drug-resistant strains of TB can develop when antibiotic drugs are not used correctly or fail to kill all the bacteria, leading to the establishment and multiplication of resistant bacteria.

3. **Underlying health conditions**: Certain people are more likely to develop TB disease after being infected, including those with weakened immune systems (such as people with HIV), young children, older adults, people with other diseases like diabetes, and those who have not been treated correctly for TB in the past.

4. **Living or working in crowded spaces**: The disease spreads more easily in crowded gatherings and in places where people live or work together for long periods, especially in countries or areas where TB is common.

These factors contribute to the spread of TB and the development of the disease in susceptible individuals.",0.8553246855735779,0.8605744242668152,0.8695207834243774,0.3935483870967742,0.10389610389610389,0.17419354838709677,0.5161290322580645,0.18574514038876888,0.2451612903225806,0.5208747514910537,0.2315369261477046,0.22664015904572568
chickenpox,"The main causes of chickenpox can be summarized from the provided information as follows:

1. **Direct contact with an infected person**: Touching the fluid from a chickenpox blister, coughing, or sneezing in close proximity to someone who has chickenpox can cause the disease.
2. **Contagious virus through bodily fluids**: Saliva and the fluid from the blisters themselves can transmit the virus.
3. **Airborne transmission**: Breathing in droplets when someone with chickenpox coughs or sneezes can spread the disease.

In general, the varicella-zoster virus (VZV) is the underlying cause of chickenpox.",0.8617534041404724,0.8551434874534607,0.8690080046653748,0.41891891891891897,0.1780821917808219,0.22972972972972971,0.36630036630036633,0.13284132841328414,0.20512820512820515,0.4444444444444445,0.16988416988416985,0.2298850574712644
mumps,"The main causes of mumps are:

1. Infection with a virus (specifically the mumps virus) that is present in saliva.
2. Exposure to respiratory droplets that contain the virus, such as those released when sneezing.
3. Direct contact with objects or people contaminated with infected saliva, such as through:
   - Touching a surface where droplets have landed and then touching your face.
   - Kissing or sharing personal items like water bottles.
   - Direct contact with an infected person.

These causes lead to the spread of the virus and the eventual development of symptoms associated with mumps.",0.864136278629303,0.8560001850128174,0.8799995183944702,0.4659090909090909,0.20689655172413796,0.32954545454545453,0.3936170212765957,0.10752688172043011,0.23404255319148937,0.4949494949494949,0.20408163265306123,0.3333333333333333
tetanus,"According to the provided information, the main causes of tetanus are:

1. **Injuries with exposure to contaminated soil, dirt, or dust**, where the Clostridium tetani spores can enter the body through wounds.
2. **Animal droppings or feces**, which can lead to tetanus exposure through wounds or skin contact.
3. **Wounds contaminated with dead tissue**, as the bacteria can thrive in anaerobic conditions (without oxygen).
4. **Crush injuries**, which can create an environment that allows the bacteria to grow.
5. **Puncture wounds** from various sources, such as:
   - Piercings
   - Tattoos
   - Injection drug use
   - Injury from stepping on a nail
6. **Infections in wounds that are deep or have poor blood circulation**, allowing the bacteria to grow and spread.
7. **Burns**, possibly because of exposure to contaminated soil or other bacteria-containing environments.
8. **Foreign objects or substances entering the body**, such as nails or other sharp objects.

These are the primary causes of tetanus infections, based on the provided information from trusted sources.",0.8549993634223938,0.8273876309394836,0.8267895579338074,0.4965986394557823,0.18493150684931509,0.21768707482993194,0.35064935064935066,0.026143790849673203,0.17532467532467533,0.27350427350427353,0.02586206896551724,0.17094017094017092
polio,"According to the provided information from MayoClinic, MedlinePlus, and Healthline, the main causes of polio are:

1. **Infection with the poliovirus**: The poliovirus is the direct cause of polio, and it targets nerve cells in the spinal cord and brain stem responsible for muscle movement.

2. **Wild-type poliovirus (WPV)**: Although the naturally occurring wild-type poliovirus has been eliminated in most countries, it still causes a few cases of polio.

3. **Vaccine-derived poliovirus (VDPV)**: VDPV, a variant of the virus, is responsible for the majority of polio infections worldwide, especially in areas with low vaccination rates where the virus can circulate and evolve.

4. **Low vaccination rates**: In areas with low vaccination rates, the weakened virus from the oral vaccine can spread and increase the likelihood of mutations that cause it to behave like the wild-type virus.

5. **Compromised immune system**: Individuals with weakened immune systems are more susceptible to contracting polio from VDPV, even if they have been vaccinated.

6. **Direct person-to-person contact**: The poliovirus can spread through contact with infected mucus or phlegm from the nose or mouth, contact with infected feces, or through direct person-to-person contact.

7. **Travel to an area with a polio outbreak**: Traveling to areas with a polio outbreak increases the risk",0.885737955570221,0.8515864014625549,0.8731958270072937,0.6013363028953229,0.3400447427293065,0.37861915367483295,0.5122615803814715,0.18082191780821918,0.22888283378746593,0.5273833671399594,0.2240325865580448,0.31237322515212984
lupus,"According to the provided information from MayoClinic, MedlinePlus, and Healthline, the main causes of lupus are not definitively known. However, the following potential factors have been identified as possible causes or triggers:

1. Genetics: A combination of genetic predisposition and environmental factors may contribute to lupus.
2. Environment: Potential triggers include:
   - Sunlight
   - Infections (viral or bacterial)
   - Certain medications: Blood pressure medications, anti-seizure medications, and antibiotics
   - Toxins (like silica dust)
   - Smoking
   - Stress
   - Atypical hormone levels (such as increased estrogen levels)
   - Exposure to toxins or pollutants.

These factors can vary from person to person, and the exact cause of lupus may be unique to each individual.",0.8422093987464905,0.8570041060447693,0.8570641875267029,0.4271844660194175,0.18241042345276873,0.20064724919093851,0.3142857142857143,0.08695652173913045,0.22857142857142854,0.3715415019762846,0.14342629482071714,0.19762845849802368
hemophilia,"The main causes of hemophilia include:

1. **Genetic inheritance**: Hemophilia is usually inherited from a parent, with the faulty gene located on the X chromosome. It is primarily passed from mother to son.
2. **Mutations in the F8 or F9 gene**: Variants in the F8 gene cause hemophilia A, while variants in the F9 gene cause hemophilia B. These genetic mutations affect the production of coagulation factor VIII (F8) or coagulation factor IX (F9).
3. **Acquired causes**: Acquired hemophilia occurs when the immune system mistakenly attacks clotting factor 8 or 9 in the blood, often associated with:
	* Pregnancy
	* Autoimmune diseases
	* Cancer
	* Multiple sclerosis
	* Drug reactions

It's worth noting that the causes of hemophilia can be categorized into two main types:

* **Congenital hemophilia**: Inherited from a parent and present from birth.
* **Acquired hemophilia**: Develops later in life, often associated with underlying medical conditions or autoimmune disorders.",0.8706682324409485,0.8547257781028748,0.8615921139717102,0.48292682926829267,0.23529411764705882,0.2634146341463415,0.4289156626506024,0.2033898305084746,0.24096385542168672,0.4444444444444444,0.20902612826603323,0.2695035460992908
Chronic Fatigue Syndrome (CFS),"Based on the information provided, the main causes of Chronic Fatigue Syndrome (CFS) are still unknown. However, researchers and doctors have identified several potential contributing factors that may be involved:

1. **Genetics**: It is possible that people with a genetic predisposition may be more likely to develop CFS.
2. **Infections**: Certain viral or bacterial infections, such as Epstein-Barr virus (EBV), Ross River virus (RRV), rubella virus, Coxiella burnetii, and Mycoplasma pneumoniae, may increase the risk of developing CFS, particularly if the infection is severe.
3. **Weakened immune system**: A weakened immune system may contribute to the development of CFS.
4. **Hormone imbalances**: Some people with CFS may have abnormal hormone levels, although it is unclear whether this is a contributing factor.
5. **Emotional stress**: Severe emotional stress, such as from physical or emotional trauma, may increase the risk of developing CFS.
6. **Problems with energy usage**: Some people with ME/CFS have problems converting their body's fuel (primarily fats and sugars) into energy.
7. **Interactions between conditions**: A combination of factors, such as infections and stress, may increase the risk of developing CFS.

It's essential to note that these potential causes are not yet confirmed and more research is needed to understand the underlying causes of CFS.",0.8645973205566406,0.85950767993927,0.8830917477607727,0.5043859649122807,0.18502202643171806,0.2807017543859649,0.4872389791183295,0.11188811188811189,0.21809744779582366,0.4394904458598726,0.25,0.3184713375796178
