Index,LLM Response,MayoClinic Similarity,Healthline Similarity,MedlinePlus Similarity,MayoClinic Missing Points,Healthline Missing Points,MedlinePlus Missing Points,MayoClinic Extra Points,Healthline Extra Points,MedlinePlus Extra Points
25,"Osteoporosis is a complex condition with several factors contributing to its development. Here are some of the main causes:

1. **Aging**: As people age, bone mass naturally decreases, making bones more fragile and prone to fractures. This is a normal part of the aging process, but in some people, it leads to osteoporosis.

2. **Gender**: Women are at a higher risk than men, particularly after menopause due to the decrease in estrogen levels. Estrogen helps protect bone density.

3. **Family History**: Having a parent or sibling with osteoporosis increases your risk.

4. **Low Calcium Intake**: Calcium is a vital nutrient for bone health. A lifelong lack of calcium can contribute to the development of osteoporosis.

5. **Sedentary Lifestyle**: Regular exercise is important for building and maintaining strong bones. Lack of physical activity can increase the risk of osteoporosis.

6. **Smoking**: Smoking can decrease bone mass and increase the risk of fractures.

7. **Excessive Alcohol Consumption**: Consuming more than two alcoholic drinks per day may decrease bone formation and reduce the body's ability to absorb calcium.

8. **Certain Medications**: Long-term use",0.8117520809173584,0.7187037467956543,0.8143783211708069,"Approximately half, Brittle, Calcium, Crohn, three months, the age of 50, D.","Around half, Crohn, Decreased, three months, D.","Brittle, Crohn, the age of 50, About one half, more than 3 months","8, more than two, 6, 4, 1, 3, 2, 5, 7","8, more than two, 6, 4, 1, 3, 2, 5, 7","8, more than two, 6, 4, 1, 3, 2, 5, 7"
26,"The exact cause of Parkinson's disease is unknown, but it's believed to be a combination of both genetic and environmental factors. Here are some of the main theories:

1. Genetic Factors: Mutations in certain genes can increase the risk of Parkinson's disease, but these account for a small number of cases. Having a close relative with the disease can also increase the risk, but the chance is still small.

2. Environmental Factors: Exposure to certain toxins or chemicals may increase the risk of Parkinson's disease. For example, exposure to pesticides and herbicides has been linked to a slightly higher risk. 

3. Alpha-Synuclein Protein: In Parkinson's disease, there's a build-up of a protein called alpha-synuclein in the brain. This forms clumps known as Lewy bodies, which can damage nerve cells. It's not clear why this happens, but it's thought to play a central role in the disease.

4. Loss of Dopamine-Producing Cells: One of the main features of Parkinson's disease is the loss of cells in the brain that produce a chemical called dopamine. This chemical is needed to control movement, so when there's not enough, movement becomes difficult. It's not known why these cells die.

5.",0.7571734189987183,0.7996244430541992,0.6822245121002197,"Alpha, Mitochondria, Altered mitochondria, Lewy, MPTP","Toxins, Abnormal, Asian, 40 years old, one, one and a half, Black or, about four percent, Lewy, between ages 50 and 60 years",age 60,"Dopamine-Producing Cells, 4, 1, 3, 2, 5, Alpha-Synuclein Protein:","Dopamine-Producing Cells, 4, One, 1, 3, 2, 5, Alpha-Synuclein Protein:","Dopamine-Producing Cells, 4, One, 1, 3, 2, 5, Alpha-Synuclein Protein:"
27,"The exact cause of psoriatic arthritis is not fully understood, but it is believed to be related to an immune system issue in people who already have psoriasis. Psoriasis is a skin condition that causes red, scaly patches. In people with psoriatic arthritis, the immune system mistakenly attacks the healthy tissues in the joints, leading to inflammation, pain, and swelling.

There are several factors that may increase a person's risk of developing psoriatic arthritis:

1. Psoriasis: Having psoriasis, especially if it is severe, increases the risk of developing psoriatic arthritis.
2. Genetics: Certain genes are associated with an increased risk of psoriatic arthritis. People who have a family history of psoriasis or psoriatic arthritis may be more likely to develop the condition.
3. Infection: Infections, such as strep throat, may trigger psoriatic arthritis in people who are genetically predisposed to the condition.
4. Age: Psoriatic arthritis can develop at any age, but it is most common in adults between the ages of 30 and 50.
5. Obesity: Being overweight or obese may increase the risk",0.8286890983581543,0.655288815498352,0.713365912437439,,About 40%,HLA,"obese, 1, 3, 5, 4, 2, between the ages of 30 and 50","obese, 4, 1, 3, 2, 5, between the ages of 30 and 50","obese, 4, 1, 3, 2, 5, between the ages of 30 and 50"
28,"Cirrhosis is a chronic liver disease characterized by the replacement of healthy liver tissue with scar tissue. This scarring process happens gradually, over many years, and can be caused by a variety of factors. Here are some of the most common causes:

1. Alcohol Consumption: Excessive and prolonged alcohol consumption is one of the leading causes of cirrhosis. It's estimated that about 50% of cirrhosis cases are due to alcohol abuse.

2. Hepatitis B and C: Chronic hepatitis B and C infections can cause inflammation and damage to the liver, leading to cirrhosis.

3. Nonalcoholic Fatty Liver Disease (NAFLD): This condition is characterized by an accumulation of fat in the liver that is not due to alcohol use. NAFLD can progress to nonalcoholic steatohepatitis (NASH), which can cause cirrhosis.

4. Autoimmune Hepatitis: This is a condition in which the body's own immune system attacks the liver, causing inflammation and damage that can lead to cirrhosis.

5. Genetic Disorders: Certain genetic disorders, such as hemochromatosis (excess iron buildup in the body), Wilson's disease (excess copper buildup in the body), and alpha-1 antitrypsin def",0.7900582551956177,0.8280094265937805,0.8908080458641052,"Nonalcoholic, Alagille, Cystic, atresia, Medications, Infection","Biliary atresia, Nonalcoholic, Alagille, Primary, Infections","Liver, Buildup, the United States","Nonalcoholic Fatty Liver Disease, 4, 1, 3, about 50%, many years, 2, 5","Nonalcoholic Fatty Liver Disease, 4, 1, 3, about 50%, many years, 2, 5","Nonalcoholic Fatty Liver Disease, 4, 1, 3, about 50%, many years, 2, 5, Wilson"
29,"Delirium is a serious disturbance in mental abilities that results in confused thinking and reduced awareness of the environment. It can be caused by a variety of factors, but some of the most common causes include:

1. Physical illness or infection: Delirium can be a complication of many different medical conditions, including dehydration, kidney or liver failure, urinary tract infections, pneumonia, and other infections.
2. Medications: Certain medications, or combinations of medications, can increase the risk of delirium. These can include sedatives, anticholinergics, and medications used to treat Parkinson's disease.
3. Surgery or anesthesia: Delirium can occur after surgery or as a result of anesthesia. This is more common in older adults and those with existing cognitive impairments.
4. Brain disorders: Delirium can be caused by brain disorders such as stroke, brain tumors, or traumatic brain injury.
5. Substance abuse or withdrawal: Substance abuse or withdrawal from drugs or alcohol can cause delirium.
6. Environmental factors: Delirium can be triggered by changes in the environment, such as being moved to a new location, being in a noisy or chaotic environment, or having limited social interaction.
7. Sensory deprivation or overload: Delirium can be caused by",0.8290437459945679,0.876562774181366,0.8484971523284912,"Pain
Surgery, more than one, Spasms, Fever, COVID-19, Asthma
Swelling
Parkinson's","age 70, Around one-third, anesthesia
Medication, 39%","Delirium, Autoimmune, Poisons, Electrolyte, ICU, Infections","6, 4, anesthesia, 1, 3, 2, 5, 7","6, 4, anesthesia, 1, 3, 2, 5, 7","6, 4, 1, 3, 2, 5, 7"
30,"Epilepsy is a neurological condition that can have various causes. In many cases, the exact cause is unknown. However, some common causes of epilepsy include:

1. Genetic factors: Some types of epilepsy are linked to specific genes and may run in families.

2. Brain injury or trauma: Head injuries, stroke, brain tumors, and other types of brain damage can lead to epilepsy.

3. Infections: Infections such as meningitis, encephalitis, and neurocysticercosis can cause inflammation and damage to the brain, leading to epilepsy.

4. Prenatal injuries: Certain injuries or abnormalities that occur before birth, such as oxygen deprivation or infection, can increase the risk of epilepsy.

5. Developmental disorders: Epilepsy is more common in people with certain developmental disorders, such as autism and intellectual disability.

6. Other medical conditions: Certain medical conditions, such as Alzheimer's disease, brain injuries, and brain infections, can increase the risk of epilepsy.

It's important to note that not everyone with these risk factors will develop epilepsy, and some people with epilepsy have no known risk factors.",0.9035984873771667,0.8389575481414795,0.896356463432312,"about half, older than age 35, Injury, half, Infections","about half, CDC, WHO","about half, Hormonal, Illness, Brain, 35, half, Infections","6, 4, 1, 3, 2, 5","6, 4, 1, 3, Epilepsy, 2, 5","6, 4, 1, 3, 2, 5"
31,"Heart failure is a complex condition with various causes. Here are some of the main causes:

1. Coronary Artery Disease: This is the most common cause of heart failure. It occurs when the arteries that supply blood to the heart become narrowed or blocked due to the buildup of cholesterol and fat (plaque). This can lead to a heart attack, which can damage the heart muscle and reduce its ability to pump blood effectively.

2. High Blood Pressure: Persistently high blood pressure can put a strain on the heart, causing it to work harder to pump blood. Over time, this can weaken the heart muscle and lead to heart failure.

3. Heart Valve Problems: The heart has four valves that control the flow of blood. If these valves become damaged or diseased, they may not function properly, causing the heart to work harder and potentially leading to heart failure.

4. Cardiomyopathy: This is a disease of the heart muscle that makes it harder for the heart to pump blood. It can be caused by various factors, including genetics, infections, alcohol abuse, and the use of certain drugs.

5. Heart Arrhythmias: Abnormal heart rhythms can affect the heart's ability to pump blood effectively. For example, a fast heart rate can cause the heart to work too hard, while a slow heart rate",0.900486946105957,0.836082398891449,0.7829460501670837,"COVID-19, Myocarditis, Coronary, Irregular",,"Emphysema, Infection","Abnormal, 4, 1, 3, 2, 5, four","1, Abnormal, 3, 5, 4, 2, four","Abnormal, 4, 1, 3, 2, 5, four"
32,"Peptic ulcers are typically caused by:

1. Helicobacter pylori (H. pylori) bacterial infection: This is the most common cause of peptic ulcers. The bacteria weakens the mucous lining of the stomach and duodenum, making it vulnerable to digestive juices.

2. Nonsteroidal anti-inflammatory drugs (NSAIDs): These include aspirin, ibuprofen, and naproxen. Overuse of these medications can cause the stomach or duodenum lining to break down, leading to an ulcer.

3. Zollinger-Ellison syndrome: This is a rare condition where the stomach produces too much acid, which can lead to ulcers.

4. Lifestyle factors: Smoking, stress, and alcohol consumption can increase the risk of developing ulcers, particularly in people who have H. pylori infection or use NSAIDs regularly.

5. Radiation therapy: Exposure to radiation can lead to peptic ulcers.

6. Genetics: There may be a genetic factor involved in peptic ulcers, as they tend to run in families. 

It's important to note that spicy foods, citrus fruits, and stress do not cause ulcers, but they can worsen the symptoms of an existing ulcer.",0.8064061403274536,0.681439220905304,0.818278968334198,"Aleve, Anaprox","Bayer, the age of 60",first,"Zollinger-Ellison, 6, 4, 1, 3, 2, 5","Zollinger-Ellison, 6, 4, NSAIDs, 1, 3, 2, 5","6, 4, 1, 3, 2, 5"
33,"Urinary tract infections (UTIs) are typically caused by bacteria that enter the urinary tract and start to multiply. While several types of bacteria can cause a UTI, Escherichia coli (E. coli) is the most common cause, accounting for around 80-85% of all UTIs.

Other less common causes include other bacteria such as Klebsiella, Proteus, and Staphylococcus saprophyticus. 

The main causes of UTIs can be categorized as follows:

1. Sexual activity: Sexual intercourse can introduce bacteria into the urinary tract, causing an infection, particularly in women. Using certain types of birth control, such as diaphragms, or spermicides can also increase the risk of UTIs.

2. Urinary tract abnormalities: Structural or functional abnormalities in the urinary tract, such as kidney stones, enlarged prostate, or urinary tract blockages, can increase the risk of UTIs.

3. Catheter use: Using a catheter to drain urine from the bladder can introduce bacteria into the urinary tract, leading to a UTI. This is a common risk for people who are hospitalized, have mobility issues, or are receiving long-term medical care.

4. Poor",0.8402040600776672,0.7977655529975891,0.8061437010765076,GI,,Kidney,"80-85%, Klebsiella, Proteus, Staphylococcus, 4, 1, 3, 2","80-85%, Klebsiella, Proteus, Staphylococcus, 4, Escherichia, 1, 3, 2","80-85%, Klebsiella, Proteus, Staphylococcus, 4, Escherichia, 1, 3, 2"
34,"Melanoma, a serious type of skin cancer, is primarily caused by exposure to ultraviolet (UV) radiation from the sun or tanning beds. Here are the main causes:

1. **Sun Exposure**: Prolonged exposure to the sun's UV rays is the leading cause of melanoma. This risk is higher for people who burn easily, have fair skin, and spend a lot of time in the sun without protection.

2. **Tanning Beds**: The use of tanning beds significantly increases the risk of melanoma. The UV radiation from these artificial sources is similar to that of the sun and can cause skin damage.

3. **Mole Changes**: People with many moles or unusual moles are at increased risk of melanoma. Moles that change in size, shape, or color should be checked by a doctor.

4. **Family History**: Having a close relative (parent, sibling, or child) who has had melanoma increases your risk. Approximately 10% of people with melanoma have a family history of the disease.

5. **Weakened Immune System**: People with weakened immune systems, such as those who have undergone organ transplants, have a higher risk of developing melanoma.

6. **Personal History**: If you've had melanoma once, you'",0.7411453723907471,0.7789403200149536,0.7309002876281738,,,"Nodular, one, Weakened, Superficial, four","6, 4, 1, 3, Approximately 10%, 2, 5, Family History","6, 4, 1, 3, Approximately 10%, 2, 5, Family History","6, 4, 1, 3, Approximately 10%, 2, 5, Family History"
35,"Gastritis is an inflammation of the lining of the stomach, which can have several causes. Here are some of the most common:

1. Infection: The most common cause of gastritis is a bacterial infection with Helicobacter pylori (H. pylori). This bacterium can damage the mucous lining of your stomach, causing inflammation.
2. Regular use of nonsteroidal anti-inflammatory drugs (NSAIDs): These include aspirin, ibuprofen, and naproxen. Overuse of these medications can lead to stomach inflammation.
3. Excessive alcohol consumption: Drinking too much alcohol can irritate and erode the stomach lining, leading to gastritis.
4. Stress: Severe stress from major surgery, injuries, or burns can cause gastritis.
5. Age: As you get older, your stomach lining may become thinner and more fragile, making you more susceptible to gastritis.
6. Bile reflux: Bile is a digestive fluid produced in your liver and stored in your gallbladder. When bile flows back into your stomach, it can cause inflammation.
7. Autoimmune disorders: Autoimmune conditions, such as Hashimoto's disease and pernicious anemia, can cause the",0.714942455291748,0.7594397664070129,0.7701148986816406,Crohn,Crohn,"Autoimmune, Backflow, Eating, Heavy, Extreme, Trauma, Cocaine","6, 4, Hashimoto, NSAIDs, 1, 3, 2, 5, 7","6, 4, Gastritis, Hashimoto, 1, 3, 2, 5, 7","6, 4, Gastritis, NSAIDs, Hashimoto, 1, 3, 2, 5, 7"
36,"Glaucoma is typically caused by a buildup of pressure within the eye, which can damage the optic nerve and lead to vision loss. Here are the main causes:

1. Increased Eye Pressure: The most common cause of glaucoma is an increase in the pressure inside the eye, also known as intraocular pressure (IOP). This usually happens when the fluid inside the eye, called aqueous humor, does not drain properly out of the eye.

2. Genetics: Glaucoma can be hereditary. If you have a family member with glaucoma, you may be at a higher risk of developing the disease. Certain races, such as African Americans and Hispanics, also have a higher risk of developing glaucoma.

3. Age: Although glaucoma can occur at any age, it is more common in older adults. The risk of glaucoma increases with age, especially after age 60.

4. Other Medical Conditions: Certain medical conditions, such as diabetes, high blood pressure, and heart disease, can increase your risk of developing glaucoma. 

5. Eye Injuries: Severe eye injuries can cause glaucoma, either immediately or years later. 

6. Narrow Angle Glaucoma: This type of glaucoma is caused when the angle between",0.7507719397544861,0.6503399610519409,0.7322447299957275,"Pigmentary, Acute, the first few years, iris","iris, one","their early years, iris, Normal-Tension Glaucoma, Acute Angle-Closure Glaucoma, Pigmentary Glaucoma, Children, Types","Hispanics, age 60, 6, African Americans, 4, 1, IOP, 3, years later, 2, 5","Hispanics, age 60, 6, African Americans, Glaucoma, 4, 1, 3, years later, 2, 5","Hispanics, age 60, 6, African Americans, 4, 1, IOP, 3, years later, 2, 5"
37,"Tachycardia is a rapid heart rate, generally defined as greater than 100 beats per minute in adults. There are many potential causes of tachycardia, including:

1. Heart-related conditions: Tachycardia can be caused by various heart conditions, such as heart failure, heart attack, abnormal heart valves, and congenital heart disease.
2. Electrical problems in the heart: Tachycardia can be caused by abnormal electrical signals in the heart, which can result from conditions such as Wolff-Parkinson-White syndrome, atrial fibrillation, atrial flutter, and ventricular tachycardia.
3. Medications and substances: Certain medications, such as those used to treat asthma, high blood pressure, and psychosis, can cause tachycardia. Illicit substances, such as cocaine and amphetamines, can also cause a rapid heart rate.
4. Electrolyte imbalances: Abnormal levels of electrolytes, such as potassium, magnesium, and calcium, can disrupt the heart's electrical activity and lead to tachycardia.
5. Thyroid disorders: Hyperthyroidism, or an overactive thyroid gland, can cause a rapid heart rate.
6. Anemia: Low",0.8358516693115234,0.8235169649124146,0.8130598664283752,"seven, 14, a week, one","Hyperthyroidism, 14, Anemia, 7","14, Anemia, 7","Abnormal, 6, 4, 1, 3, 2, 5","Abnormal, 6, 4, 1, 3, 2, 5","Abnormal, 6, 4, 1, 3, 2, 5"
38,"Anemia is a condition characterized by a lower than normal number of red blood cells or lower than normal levels of hemoglobin in the blood. Hemoglobin is crucial as it carries oxygen from the lungs to the rest of the body. Here are the main causes of anemia:

1. Iron Deficiency: This is the most common cause of anemia worldwide. The body needs iron to produce hemoglobin. Without sufficient iron, the body can't produce enough hemoglobin for red blood cells.

2. Vitamin Deficiency: Lack of folate and vitamin B12 can also lead to anemia as these vitamins are essential for the production of red blood cells.

3. Chronic Diseases: Certain chronic diseases like kidney disease, cancer, rheumatoid arthritis, and Crohn's disease can interfere with the production of red blood cells or cause excessive destruction of red blood cells.

4. Inherited Disorders: Some inherited disorders like sickle cell anemia, thalassemia, and aplastic anemia can affect the production of red blood cells.

5. Medications: Certain medications like chemotherapy drugs can interfere with the production of red blood cells.

6. Pregnancy: During pregnancy, the body produces more blood to supply the growing",0.796621561050415,0.733545184135437,0.8444598913192749,"Aplastic, B-12, Anemias, three","Diamond-Blackfan, 2 million, About 1 percent, 100 to 120 days, each day, Schwachman-Diamond, two, second","B-12, three, Role of Red Blood Cells, Blood, Anemias","6, 4, B12, 1, Hemoglobin, 3, 2, 5","Vitamin, 6, 4, 1, Hemoglobin, 3, 2, 5","6, 4, B12, 1, 3, 2, 5"
39,"Pancreatitis is a condition characterized by inflammation of the pancreas, a gland located behind the stomach that produces digestive enzymes and insulin. There are two main types of pancreatitis: acute and chronic.

The main causes of acute pancreatitis include:

1. Gallstones: Gallstones are the most common cause of acute pancreatitis. They can block the pancreatic duct, causing inflammation.
2. Alcohol abuse: Excessive alcohol consumption is a common cause of acute pancreatitis. It can damage the pancreas and cause inflammation.
3. High levels of triglycerides in the blood: High levels of triglycerides, a type of fat found in the blood, can cause inflammation of the pancreas.
4. Certain medications: Some medications, such as corticosteroids and nonsteroidal anti-inflammatory drugs (NSAIDs), can increase the risk of developing pancreatitis.
5. Trauma or injury to the abdomen: Trauma or injury to the abdomen can cause pancreatitis.
6. Infections: Certain viral infections, such as mumps, can cause pancreatitis.
7. Hereditary factors: In some cases, acute",0.7664785385131836,0.786705732345581,0.8180981874465942,"Heavy, Inherited",first,"Heavy, Injury, Cystic","6, 4, NSAIDs, 1, 3, 2, 5, Pancreatitis, 7","6, 4, NSAIDs, 1, 3, two, 2, 5, Pancreatitis, 7","6, 4, NSAIDs, 1, 3, two, 2, 5, Pancreatitis, 7"
40,"Tuberculosis (TB) is primarily caused by the bacterium Mycobacterium tuberculosis. Here are the main ways people get infected:

1. Inhalation of infectious droplets: TB is typically spread from person to person through the air. When someone with the active form of TB in their lungs or throat coughs, sneezes, or talks, they release tiny droplets containing the bacteria. If you breathe in these droplets, you may become infected.

2. Prolonged exposure: You're more likely to get TB if you spend a lot of time around someone who has the active form of the disease. This is especially true if that person isn't getting treated or if the treatment isn't working.

3. Weakened immune system: People with weakened immune systems are more susceptible to TB. This includes people living with HIV/AIDS, those receiving treatment for cancer, people with diabetes, and those taking medications that suppress the immune system.

4. Malnutrition and poverty: Poor living conditions, overcrowding, and poor nutrition can increase the risk of TB infection.

5. Travel or migration: Traveling to or living in a country with a high rate of TB can increase your risk of infection.

6. Occupational exposure: Healthcare workers, prison staff, and people who",0.7751821875572205,0.7954306602478027,0.8636354804039001,2 to 3 weeks,About a quarter,"the last 2 years, AUD","6, 4, 1, 3, 5, 2, Healthcare","6, 4, 1, 3, 5, 2, Healthcare","6, 4, 1, 3, 5, Mycobacterium, 2, Healthcare"
41,"Chickenpox is caused by the varicella-zoster virus, which is part of the herpes virus family. It is highly contagious and spreads easily from person to person through direct contact with the virus, such as when an infected person coughs or sneezes. The virus can also be spread through contact with the fluid from chickenpox blisters.

A person with chickenpox is most contagious from 1 to 2 days before the rash appears and until all the blisters have formed scabs, which usually takes about 5 to 7 days after the rash first appears.

Chickenpox is most common in children, but it can occur in people of any age who have not had the disease or been vaccinated. Once a person recovers from chickenpox, the virus remains in the body and can reactivate later in life, causing shingles.",0.9015993475914001,0.8173320293426514,0.8849552869796753,"the age of 10, under 1 year old","one to two days, VZV","1 year old, under 1 year old, age 10",about 5 to 7 days,"first, 1 to 2 days, about 5 to 7 days","first, about 5 to 7 days"
42,"Mumps is caused by the mumps virus, which is a member of the paramyxovirus family. It is typically spread through the air when an infected person coughs or sneezes. The virus can also be spread through direct contact with saliva or respiratory droplets from an infected person, such as by sharing utensils or cups, or by kissing.

Mumps is most contagious a few days before and after the symptoms appear. It can be spread by people who do not have any symptoms, but they are less likely to spread the virus than those who are actively sick.

Mumps is preventable with a vaccine. The mumps vaccine is usually given to children as part of the measles, mumps, and rubella (MMR) vaccine, which is typically given in two doses, the first at 12-15 months of age and the second at 4-6 years of age.

In addition to vaccination, good hygiene practices, such as covering the mouth and nose when coughing or sneezing, and regularly washing hands, can help reduce the spread of mumps and other respiratory illnesses.",0.7860714197158813,0.8365252017974854,0.8265149593353271,"the United States, summer","2 to 12, 12 to 25 days","about 12 to 25 days, ages 2 through 12","4-6 years of age, 12-15 months of age and the, MMR, first, two, second, a few days","4-6 years of age, 12-15 months of age and the, MMR, first, two, second, a few days","4-6 years of age, 12-15 months of age and the, MMR, first, two, second, a few days"
43,"Tetanus is caused by the bacterium Clostridium tetani, which is found in soil, dust, and manure. The bacteria produce a toxin called tetanospasmin, which affects the nervous system and can lead to muscle spasms, stiffness, and lockjaw.

The main causes of tetanus include:

1. Wound infections: Tetanus bacteria can enter the body through a wound or cut, especially if the wound is deep or dirty.
2. Lack of vaccination: Tetanus is preventable through vaccination, and those who have not been vaccinated or haven't had a booster shot in the past 10 years are at higher risk of developing tetanus.
3. Umbilical cord infection: Newborns can get tetanus if the umbilical cord stump is contaminated with tetanus-contaminated soil or instruments during or after delivery.
4. Injecting drugs: People who inject drugs are at higher risk of tetanus if they use contaminated needles or inject drugs into dirty skin.
5. Foreign bodies: Tetanus can also occur when foreign bodies, such as splinters, fracture fragments, or metal filings, become embedded in the skin and provide a site for the bacteria to grow.",0.7103680372238159,0.8089227676391602,0.6801258325576782,,Bacteria,"more than 40 years, first, the United States","Newborns, 4, Tetanus, 1, 3, 2, 5, the past 10 years","Newborns, 4, Tetanus, 1, 3, 2, 5, the past 10 years","Newborns, 4, Tetanus, 1, 3, 2, 5, Clostridium, the past 10 years"
44,"Polio, or poliomyelitis, is a highly infectious disease caused by the poliovirus. The virus spreads from person to person, primarily through the fecal-oral route. This means it can be spread if an infected person doesn't wash their hands properly after defecating and then touches food or water that others consume.

The main causes of polio can be summarized as follows:

1. Infection with the poliovirus: Polio is caused by one of three serotypes of the poliovirus. Infection typically occurs through ingestion of contaminated food or water.

2. Poor sanitation and hygiene: Lack of access to clean water and proper sanitation facilities increases the risk of poliovirus transmission. This is particularly true in areas with poor hygiene practices, such as not washing hands after using the toilet.

3. Inadequate immunization: Polio can be prevented through vaccination. Inadequate immunization, either due to lack of access to the vaccine or refusal to vaccinate, leaves individuals and communities vulnerable to poliovirus infection.

4. Population movements: Migration, travel, and displacement can contribute to the spread of poliovirus, especially in areas with low vaccination coverage.

5. Poor healthcare infrastructure: Weak health systems, lack of resources, and inadequate healthcare infrastructure can",0.7151085138320923,0.6881076097488403,0.7419373989105225,"2022, One, VDPV, New York, 2000, the United States, Infections","2022, One, VDPV, New York, the United States","the past 25 years, 7 to 14 days, Pakistan, 5 to 35 days, Afghanistan","one, three, 4, 1, 3, 2, 5","one, three, 4, 1, 3, 2, 5","one, three, 4, 1, 3, 2, 5"
45,"The exact cause of lupus is not known, but it is believed to result from a combination of genetic, environmental, and hormonal factors. 

1. Genetic Factors: Certain genes are associated with an increased risk of developing lupus. However, having these genes does not guarantee that a person will develop the disease. It is thought that multiple genes, in combination with other factors, are necessary to trigger lupus.

2. Environmental Factors: Exposure to sunlight, certain drugs, infections, and stress can trigger lupus or cause a flare-up of symptoms in people who already have the disease. 

3. Hormonal Factors: Lupus is more common in women than men, which suggests that hormones may play a role in the development of the disease. However, the exact relationship between hormones and lupus is not fully understood.

4. Immune System Dysfunction: Lupus is an autoimmune disease, which means that the body's immune system mistakenly attacks healthy tissue. In people with lupus, the immune system produces an overabundance of certain types of antibodies, which can cause inflammation and damage to various parts of the body.

5. Epigenetic Factors: Epigenetic changes refer to modifications in gene expression that do not involve changes to the underlying DNA sequence. Some",0.7488642930984497,0.6754946708679199,0.7791016101837158,Infections,"2021, Apresoline, Genetics, TNF, 2019, the Lupus Foundation of America, more than 50, Epstein-Barr, RA, DIL, Infections","Genetics
Environmental","4, Immune System Dysfunction:, 1, 3, Lupus, 2, 5","4, Immune System Dysfunction:, 1, 3, Lupus, 2, 5","4, Immune System Dysfunction:, 1, 3, Lupus, 2, 5"
46,"Hemophilia is a genetic disorder caused by mutations in the genes that produce clotting factors, which are proteins needed for normal blood clotting. 

There are two main types of hemophilia: A and B. In both types, the lack of adequate clotting factor leads to excessive bleeding after injuries or surgery, and sometimes for no reason at all.

Hemophilia A is caused by mutations in the F8 gene, which provides instructions for making clotting factor VIII. Hemophilia B is caused by mutations in the F9 gene, which provides instructions for making clotting factor IX.

Hemophilia is usually inherited, which means it's passed down from parents to their children through their genes. If a parent has the disease or is a carrier, there is a 50% chance that each of their children will inherit the mutated gene.

In about 30% of cases, hemophilia results from a new mutation in the clotting factor gene and occurs in people with no family history of the disorder. In these cases, the mutation is not inherited from a parent.",0.8167580962181091,0.8471421599388123,0.7876996994018555,"8, Autoimmune, one, Cancer
Multiple, 9, Congenital","8, Autoimmune, one, Cancer
Multiple, 9, second","about half, B. The F8 gene, one","about 30%, 50%, F9, F8, B.","about 30%, 50%, F9, F8, B.","about 30%, Hemophilia, 50%, two, B."
47,"The exact cause of Chronic Fatigue Syndrome (CFS) remains unknown, and it's likely that a combination of factors can contribute to the development of this condition. Several theories have been proposed, but none have been definitively proven. Here are some of the main theories:

1. Viral Infections: Some research suggests that CFS may be triggered by viral infections, such as Epstein-Barr virus, human herpesvirus 6, or Ross River virus. However, no single virus has been consistently linked to CFS.

2. Immune System Dysfunction: People with CFS often have changes in their immune system, but it's unclear whether these changes are a cause or effect of the condition. Some researchers believe that an immune system dysfunction could make people more susceptible to developing CFS.

3. Hormonal Imbalances: People with CFS sometimes have hormonal imbalances, particularly involving cortisol, a stress hormone, and other hormones produced in the hypothalamus, pituitary gland, or adrenal glands. However, it's not clear whether these imbalances are a cause or effect of CFS.

4. Physical or Emotional Trauma: Some people develop CFS after a significant physical or emotional trauma, such as a car accident or the death of a loved one.",0.749782919883728,0.5564271211624146,0.8351982831954956,Infections,"CDC, Mycoplasma, The Centers for Disease Control and Prevention, three, RRV, 10, B12, Coxiella, about 1, EBV, Infections","many years, two","Ross River, Immune System Dysfunction, 6, 4, 1, CFS, 3, Epstein-Barr, 2, Chronic Fatigue Syndrome","Immune System Dysfunction, 4, 1, 3, 2, Chronic Fatigue Syndrome","Ross River, Immune System Dysfunction, 6, 4, 1, 3, 2, Chronic Fatigue Syndrome"
