Index,LLM Response,MayoClinic Similarity,Healthline Similarity,MedlinePlus Similarity,MayoClinic Missing Points,Healthline Missing Points,MedlinePlus Missing Points,MayoClinic Extra Points,Healthline Extra Points,MedlinePlus Extra Points
23,"**1. Genetic Factors:**

* Predisposition to storing excess fat
* Changes in gene expression influencing appetite and metabolism
* Genetic predisposition to overeating


**2. Environmental Factors:**

* Food availability and accessibility
* High-calorie, sugary foods readily available
* Stress, emotional eating as a coping mechanism
* Exposure to tobacco smoke


**3. Behavioral Factors:**

* Overeating and lack of physical activity
* Emotional eating and stress
* Poor eating habits and food choices
* Difficulty regulating portion sizes


**4. Hormonal Factors:**

* Changes in hormone levels, such as ghrelin (hunger hormone) and leptin (satiety hormone)
* Hypothyroidism, affecting metabolism and weight regulation


**5. Medical Causes:**

* Certain medications can promote weight gain
* Medical conditions like hypothyroidism and Cushing's syndrome


**6. Socioeconomic Factors:**

* Access to healthcare and education on healthy eating
* Socioeconomic status and food deserts
* Cultural and social norms regarding body image


**7. Psychological Factors:**

* Low self-esteem and body image issues
* Emotional distress and eating as a coping mechanism
* Depression and anxiety


**8. Gut Health:**

* Imbalances in gut microbiota composition
* Gut inflammation affecting appetite and metabolism
* Leaky gut, allowing undigested food particles to enter bloodstream


**9. Sleep Quality:**

* Insufficient or poor-quality sleep can disrupt",0.5630399584770203,0.6886284351348877,0.6103935241699219,"Western, the United States, daily","daily, HDL, OA, Prader-Willi","12, Today, 4 to 10 pounds, 15, today, 2 to 5 kilograms, the first 6 months","Psychological Factors:*, 8, Cushing, 6, 4, 9, leptin, Leaky, Hormonal Factors:*, 1, 3, Behavioral Factors:*, 2, 5, 7","Psychological Factors:*, 8, Cushing, 6, 4, 9, leptin, Leaky, Hormonal Factors:*, 1, 3, Behavioral Factors:*, 2, 5, 7","Psychological Factors:*, 8, Cushing, 6, 4, 9, leptin, Leaky, Hormonal Factors:*, 1, 3, Behavioral Factors:*, 2, 5, 7"
24,"**1. Age:**

* Cells in cartilage break down with age, leading to inflammation and pain.


**2. Joint injury:**

* Any injury to the joint, such as a fracture, dislocation, or torn ligament, can lead to osteoarthritis.


**3. Obesity:**

* Excess weight puts extra stress on the joints, accelerating cartilage breakdown.


**4. Genetics:**

* Having a close relative with osteoarthritis increases the risk.


**5. Work and lifestyle:**

* Repetitive motions, heavy lifting, and prolonged standing can strain the joints.


**6. Diet:**

* Consuming foods high in saturated fat and sugar can increase inflammation and damage cartilage.


**7. Medical conditions:**

* Certain medical conditions, such as thyroid problems and diabetes, can contribute to osteoarthritis.


**8. Inflammation:**

* Constant inflammation in the joints can damage cartilage and lead to pain and stiffness.


**9. Crystal accumulation:**

* In some people, crystals can form in the joints, causing severe pain.


**10. Other factors:**

* Smoking, alcohol abuse, and some medical devices can also contribute to osteoarthritis.",0.6164327263832092,0.7548692226409912,0.6880795359611511,,"the National Institute of Arthritis, age 50 years, Musculoskeletal",,"8, 6, 4, Genetics, 9, Diet, 10, 1, 3, 2, 7","8, 6, 4, Genetics, 9, Diet, 10, 1, 3, 2, 7","8, 6, 4, Genetics, 9, Diet, 10, 1, 3, 2, 7"
25,"**1. Hormonal factors:**
- Decline in estrogen levels during menopause in women and castration in men
- Inadequate production of growth hormone
- Cushing's syndrome (overproduction of cortisol)
- Hypothyroidism (underproduction of thyroid hormone)


**2. Nutritional factors:**
- Inadequate calcium intake
- Low intake of vitamin D
- Diets high in processed foods and sugar


**3. Genetic factors:**
- Family history of osteoporosis
- Genetic variations in genes involved in bone metabolism


**4. Lifestyle factors:**
- Smoking
- Excessive alcohol consumption
- Inactivity and low physical activity
- Corticosteroid use


**5. Medical conditions:**
- Diabetes
- Kidney stones
- Infections of the urinary tract


**6. Other factors:**
- Radiation therapy to the bones
- Certain medications (such as steroids)
- Bone tumors
- Sleep disorders",0.624562680721283,0.584755003452301,0.6201070547103882,"Approximately half, Brittle, Calcium, Crohn, three months, the age of 50, D.","Around half, Crohn, Decreased, three months, D.","Brittle, Crohn, the age of 50, About one half, more than 3 months","Hormonal, Cushing, 6, 4, 1, 3, 2, 5","Hormonal, Cushing, 6, 4, 1, 3, 2, 5","Hormonal, Cushing, 6, 4, 1, 3, 2, 5"
26,"**1. Genetic factors:**

* Mutations in certain genes associated with dopamine production, protection, and cellular functioning.
* Family history increases the risk.


**2. Environmental factors:**

* Exposure to pesticides, such as paraquat and rotenone.
* Heavy metal exposure (mercury, lead).
* Smoking and alcohol consumption.


**3. Neurodegenerative mechanisms:**

* **Protein aggregation:** Misfolded alpha-synuclein protein forms toxic aggregates in the brain, leading to neuronal damage.
* **Neurotransmitter deficits:** Deficiencies in dopamine, acetylcholine, and norepinephrine contribute to motor symptoms.
* **Mitochondrial dysfunction:** Mitochondrial abnormalities, such as impaired energy production and increased free radical production, are implicated in the disease.


**4. Immune system abnormalities:**

* Activation of the immune system in the brain, specifically involving microglia (brain macrophages).
* Elevated levels of inflammatory markers in the cerebrospinal fluid.


**5. Lifestyle factors:**

* Diet and nutrition.
* Physical inactivity.
* Stress and psychological factors.


**6. Other potential causes:**

* Viral infections (e.g., herpes simplex virus)
* Head trauma
* Severe emotional stress",0.6802114844322205,0.5672911405563354,0.5288423895835876,"Alpha, Mitochondria, One, Altered mitochondria, Lewy, MPTP","Toxins, Abnormal, Asian, 40 years old, one, one and a half, Black or, about four percent, Lewy, between ages 50 and 60 years",age 60,"6, 4, Diet, 1, 3, 2, 5","6, 4, Diet, 1, 3, 2, 5","6, 4, Diet, 1, 3, 2, 5"
27,"* **Genetics:** Genetic predisposition is strongly associated, with a strong family history increasing the risk.
* **Immune system dysfunction:** The immune system mistakenly attacks the skin and joints, leading to inflammation and tissue damage.
* **Environmental triggers:** Changes in weather, infections, and psychological stress can exacerbate the condition.
* **Hormonal imbalances:** Sex hormones and puberty can influence the symptoms.
* **Obesity:** Higher body mass index has been linked to an increased risk of psoriatic arthritis.
* **Metabolic factors:** Certain metabolic disorders and metabolic medications can play a role.",0.7569786906242371,0.6290779113769531,0.6730427742004395,,About 40%,HLA,,,
28,"**1. Alcoholic cirrhosis:**

* Excessive alcohol consumption over time, leading to liver damage.
* Fat accumulation and inflammation in the liver.


**2. Fatty liver disease:**

* Unhealthy fat accumulation in the liver, leading to inflammation and damage.
* Metabolic disorders like obesity and insulin resistance.


**3. Hepatitis B and C:**

* Viral infections of the liver causing inflammation and damage.
* Long-term infection can lead to cirrhosis.


**4. Autoimmune liver diseases:**

* Immune system attacking the liver tissue, causing inflammation and damage.
* Includes diseases like rheumatoid arthritis and lupus.


**5. Bile duct obstruction:**

* Blockage of the bile ducts, preventing bile flow from the liver.
* Can be caused by stones, tumors, or infections.


**6. Non-alcoholic fatty liver disease (NAFLD):**

* Fat accumulation in the liver not caused by alcohol.
* Associated with obesity, metabolic syndrome, and insulin resistance.


**7. Chronic viral infections:**

* Epstein-Barr virus (EBV)
* Cytomegalovirus (CMV)


**8. Genetic factors:**

* Certain genes have been associated with an increased risk of cirrhosis.


**9. Other causes:**

* Liver trauma
* Drug-induced liver damage
* Infections like syphilis and tuberculosis
* Severe alcohol withdrawal",0.7456724643707275,0.7532212138175964,0.752761721611023,"Nonalcoholic, Alagille, Cystic, atresia, Medications, Infection, Wilson","Biliary atresia, Nonalcoholic, Alagille, Primary, Wilson, Infections","Liver, Buildup, the United States","8, 6, 4, CMV, 9, 1, 3, Epstein-Barr, 2, 5, 7","8, 6, 4, CMV, 9, 1, 3, Epstein-Barr, 2, 5, 7","8, 6, 4, CMV, 9, 1, 3, Epstein-Barr, 2, 5, 7"
29,"**1. Medical Causes:**

- Acute infections (pneumonia, urinary tract infection, sepsis)
- Metabolic disturbances (hyperglycemia, hypoglycemia, electrolyte imbalances)
- Postoperative state
- Medication side effects (antipsychotics, sedatives, narcotics)
- Delirium due to anesthesia
- Brain injury (stroke, head injury, concussion)


**2. Psychosocial Causes:**

- Anxiety
- Depression
- Posttraumatic stress disorder (PTSD)
- Sleep deprivation
- Alcohol withdrawal


**3. Sensory Causes:**

- Vision problems
- Hearing loss
- Pain


**4. Cognitive Causes:**

- Cognitive impairment (dementia, Alzheimer's disease)
- Acute cognitive deterioration


**5. Other Causes:**

- Sleep deprivation
- Dehydration
- Hypothermia
- Hypothyroidism
- Cocaine withdrawal",0.6174899339675903,0.6318833827972412,0.6206098794937134,"Pain
Surgery, more than one, Spasms, Fever, COVID-19, Asthma
Swelling
Parkinson's","age 70, Around one-third, anesthesia
Medication, 39%","Delirium, Autoimmune, Poisons, Electrolyte, ICU, anesthesia, Infections","4, anesthesia
- Brain, 1, 3, 2, 5","4, anesthesia
- Brain, 1, 3, 2, 5","4, anesthesia
- Brain, 1, 3, 2, 5"
30,"**1. Genetic factors:**

- Up to 60% of cases have a genetic basis.
- Mutations in specific genes associated with seizure disorders can increase the risk.


**2. Developmental abnormalities:**

- Hypothalamic dysfunction
- Corpus callosum abnormalities
- Meningomalacia (inflammation of the meninges)


**3. Structural abnormalities:**

- Brain abnormalities such as tumors, infections, and stroke.
- Craniospinal malformations


**4. Metabolic disorders:**

- Hypoglycemia
- Hypothyroidism
- Inborn errors of metabolism


**5. Post-partum period:**

- Seizures may occur in some women in the postnatal period due to hormonal changes.


**6. Infections:**

- Viral encephalitis (inflammation of the brain caused by a virus)
- Bacterial meningitis (inflammation of the membranes covering the brain and spinal cord)


**7. Other causes:**

- Traumatic brain injury
- Alcohol withdrawal
- Substance abuse
- Tumors in certain locations
- Neurodegenerative diseases such as Alzheimer's or Parkinson's",0.6682660579681396,0.6835116744041443,0.6832533478736877,"about half, older than age 35, Epilepsy, Injury, half","about half, CDC, WHO","about half, Hormonal, Illness, Brain, Epilepsy, 35, half","Meningomalacia, 6, Up to 60%, 4., 1, 3, 2, 5, 7","Meningomalacia, 6, Up to 60%, 4., 1, 3, 2, 5, 7, Infections","Meningomalacia, 6, Up to 60%, 4., 1, 3, 2, 5, 7"
31,"**1. Cardiovascular Causes:**

* Coronary artery disease (heart attack)
* High blood pressure
* Heart valve disease
* Arrhythmias (irregular heartbeats)
* Cardiomyopathy (disease of the heart muscle)


**2. Obesity-Related Causes:**

* Excess weight
* Metabolic syndrome (high blood pressure, high cholesterol, and abnormal fat storage)


**3. Diabetes:**

* Persistent high blood sugar levels can damage blood vessels throughout the body, including those in the heart.


**4. Lifestyle Factors:**

* Tobacco use
* Excessive alcohol consumption
* Unhealthy diet
* Physical inactivity


**5. Other Medical Conditions:**

* Viral and bacterial infections
* Alcohol withdrawal
* Sleep apnea
* Pulmonary diseases


**6. Genetic Factors:**

* Some people are more likely to develop heart failure due to their genes.


**7. Family History:**

* A family history of heart failure increases the risk.",0.6824886798858643,0.7629607915878296,0.6086509227752686,"COVID-19, Myocarditis, Coronary, Irregular",,"Tachycardia, 14, Anemia","Lifestyle Factors:*, 6, 4, Family History:*, Cardiomyopathy, 1, 3, Obesity-Related Causes:*, 2, 5, 7","Lifestyle Factors:*, 6, 4, Family History:*, Cardiomyopathy, 1, 3, Obesity-Related Causes:*, 2, 5, 7","Lifestyle Factors:*, 6, 4, Family History:*, Cardiomyopathy, 1, 3, Obesity-Related Causes:*, 2, 5"
32,"**1. Lifestyle factors:**

- Diet high in fat, salt, and acid
- Excessive alcohol consumption
- Smoking
- Caffeine and aspirin intake


**2. Bacterial infection:**

- Helicobacter pylori (H. pylori) infection, which damages the protective lining of the stomach and duodenum


**3. Genetic factors:**

- Certain genes have been linked to an increased risk of peptic ulcer


**4. Medical conditions:**

- Zollinger-Ellison syndrome: an autoimmune disorder that affects the production of stomach acid
- Inflammation of the stomach or duodenum
- Use of certain medications: aspirin, non-steroidal anti-inflammatory drugs (NSAIDs), and steroids


**5. Physical factors:**

- Acid reflux: The flow of stomach acid into the esophagus
- Hiatal hernia: A condition where part of the stomach protrudes through an opening in the diaphragm


**6. Psychological factors:**

- Emotional stress can trigger acid release and contribute to peptic ulcers


**7. Other possible factors:**

- Emotional or physical trauma
- Denture use
- Pregnancy (due to hormonal changes)",0.6922786831855774,0.6432999968528748,0.7468180656433105,"Aleve, Anaprox","Bayer, the age of 60","first, Zollinger-Ellison","6, 4, 1, 3, 2, 5, 7","6, 4, NSAIDs, 1, 3, 2, 5, 7","6, 4, 1, 3, 2, 5, 7"
33,"**1. Bacterial infection:**

* Introduction of bacteria into the urinary tract through:
    * Sexual intercourse
    * Catheterization
    * Urinary tract instrumentation
    * Poor hygiene
* Most common bacteria: Escherichia coli (E. coli)

**2. Immune system malfunction:**

* Weakened immune system
* Changes in urinary tract anatomy
* Diabetes
* Pregnancy

**3. Changes in urinary tract flora:**

* Imbalance of bacteria in the urinary tract
* Use of broad-spectrum antibiotics
* Medical devices in the urinary tract

**4. Medical procedures:**

* Catheterization
* Ureteroscopy
* Cystoscopy

**5. Anatomical abnormalities:**

* Narrowed or obstructed urinary tract
* Diverticula (sacs in the urinary tract)
* Birth defects

**6. Sexual factors:**

* Sexual intercourse can introduce bacteria into the urinary tract
* Sexual practices that increase risk of trauma or infection

**7. Other factors:**

* Age (increased risk in young women and older adults)
* Sexual orientation
* Sexual activity in high-risk populations",0.7197785973548889,0.6142363548278809,0.714901328086853,"GI, UTI",UTI,"UTI, Kidney","Diverticula, 6, 4, 1, 3, 2, 5, 7, Birth","Diverticula, 6, 4, Escherichia, 1, 3, 2, 5, 7, Birth","Diverticula, 6, 4, Escherichia, 1, 3, 2, 5, 7, Birth"
34,"**1. UV radiation exposure:**

* Exposure to ultraviolet (UV) rays from the sun or tanning beds.
* UV rays can damage DNA in melanocytes, leading to uncontrolled cell growth and melanoma formation.


**2. Genetic factors:**

* Mutations in genes involved in cell cycle control, DNA repair, and immune response.
* Family history of melanoma.
* Certain inherited syndromes associated with increased melanoma risk.


**3. Pigmentation and skin type:**

* Darker skin tones have more melanin, which provides some protection from UV rays.
* Individuals with fair skin, light hair, and light eyes have a higher risk due to limited melanin protection.


**4. Immune suppression:**

* Weakened immune system function, such as from medications or medical conditions.
* Suppressed immune response can allow melanoma cells to grow and proliferate.


**5. Human papillomavirus (HPV) infection:**

* Certain HPV variants have been linked to melanoma.
* HPV infection can disrupt cell cycle regulation and promote melanoma development.


**6. Chronic inflammation:**

* Chronic inflammation of the skin can promote cell damage and cancer development.
* Certain inflammatory diseases, such as chronic ultraviolet radiation exposure or bacterial infections, have been associated with melanoma risk.


**7. Diet and nutrition:**

* Some studies suggest a correlation between diet and melanoma risk.
* Consuming diets rich in processed meats and sugar has been linked to increased risk.",0.660825252532959,0.7438021302223206,0.6045303344726562,Melanoma,Melanoma,"Nodular, one, Weakened, Melanoma, Superficial, four","6, 4, Diet, 1, 3, 2, 5., 7","6, 4, Diet, 1, 3, 2, 5., 7","6, 4, Diet, 1, 3, 2, 5., 7"
35,"**1. Bacterial Infections:**

* Helicobacter pylori (H. pylori) infection
* Other bacterial infections, such as Salmonella or Campylobacter


**2. Chemical Imbalances:**

* Excessive alcohol consumption
* Medications, such as aspirin, ibuprofen, and naproxen
* Exposure to gastric acid or corrosive substances


**3. Autoimmune Disorders:**

* Autoimmune reactions targeting the stomach lining
* Celiac disease, an autoimmune response to gluten


**4. Gastrointestinal Diseases:**

* Peptic ulcer disease
* Gastroesophageal reflux disease (GERD)
* Mallory-Weiss disease, inflammation of the mucous membrane lining the stomach


**5. Lifestyle and Diet:**

* Spicy or fatty foods
* Acidic foods and beverages
* Caffeine and alcohol consumption


**6. Medical Procedures:**

* Gastric endoscopy or biopsy
* Surgery on the stomach or esophagus


**7. Other Causes:**

* Anxiety and stress
* Emotional trauma
* Physical trauma to the stomach
* Radiation therapy to the abdomen",0.5812922120094299,0.6800901889801025,0.6806369423866272,"NSAIDs, Aleve, Anaprox","Bayer, the age of 60","NSAIDs, first, Zollinger-Ellison","Bacterial Infections:*, Salmonella, 6, 4, Gastrointestinal Diseases:*, Chemical Imbalances:*, Autoimmune Disorders:*, 1, 3, 2, 5, 7","Bacterial Infections:*, Salmonella, 6, 4, Gastrointestinal Diseases:*, Chemical Imbalances:*, Autoimmune Disorders:*, 1, 3, 2, 5, 7","Bacterial Infections:*, Salmonella, 6, 4, Gastrointestinal Diseases:*, Chemical Imbalances:*, Autoimmune Disorders:*, 1, 3, 2, 5, 7"
36,"**1. Primary Open-Angle Glaucoma (POAG)**

* Most common type, accounts for 30-40% of cases
* Cause is unknown, but factors like age, family history, and ethnicity play a role


**2. Closed-Angle Glaucoma**

* Caused by a narrowing of the drainage angle in the eye, preventing aqueous humor from draining effectively
* Often presents with acute symptoms, including severe pain and blurry vision


**3. Pigmentary Glaucoma**

* Caused by the pigment cells in the eye leaking into the aqueous humor, blocking drainage
* Common in people with dark skin


**4. Ocular Hypertension**

* High blood pressure in the eye that can damage the optic nerve and lead to glaucoma
* Can occur due to various factors, including genetics, diabetes, and kidney disease


**5. Trabecular Glaucoma**

* Damage to the trabecular meshwork, which helps drain excess fluid from the eye
* Can be caused by inflammation, injury, or surgery


**6. Cataracts**

* Clouding of the lens in the eye that can affect vision and contribute to glaucoma
* Removal of the cataract can often improve vision and lower intraocular pressure


**7. Other Causes**

* Eye injury or trauma
* Medication-induced glaucoma
* Hereditary glaucoma
* Neurodegenerative disorders like Alzheimer's disease",0.8183332681655884,0.6373361349105835,0.8331154584884644,"iris, Glaucoma, Pigmentary, the first few years, Acute","IOP, iris, one","their early years, iris, Normal-Tension Glaucoma, Acute Angle-Closure Glaucoma, Glaucoma, Children, Types","6, 4, 30-40%, Pigmentary Glaucoma, Primary Open-Angle Glaucoma, 1, 3, 2, 5, 7","6, 4, 30-40%, Pigmentary Glaucoma, Primary Open-Angle Glaucoma, 1, 3, 2, 5, 7","6, 4, 30-40%, Primary Open-Angle Glaucoma, 1, 3, 2, 5, 7"
37,"**1. Sympathetic nervous system activation:**

- Emotional stress
- Exercise
- Caffeine and nicotine intake
- Beta-blocker withdrawal


**2. Cardiopulmonary causes:**

- Fever
- Hypovolemia (low blood volume)
- Hypothyroidism
- Cardiomyopathy (disease of the heart muscle)
- Arrhythmias (irregular heartbeats)


**3. Neurotransmitter abnormalities:**

- Excess adrenaline release
- Thyroid dysfunction
- Neurotransmitter abnormalities affecting the heart rate


**4. Medication side effects:**

- Stimulants like decongestants and diet pills
- Certain antibiotics
- Beta-blockers (when used for hypertension)


**5. Medical conditions:**

- Anxiety disorders
- Postpartum period (in women)
- Sleep apnea
- Pericarditis (inflammation of the protective sac surrounding the heart)


**6. Other factors:**

- Alcohol withdrawal
- Caffeine excess
- Sleep deprivation
- Dehydration",0.6725426912307739,0.7098974585533142,0.6971012353897095,"Tachycardia, one, a week, seven, 14","Tachycardia, Hyperthyroidism, Anemia, 14, 7","Tachycardia, 14, Anemia, 7","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5"
38,"**1. Iron-deficiency anemia:**

* Poor iron intake
* Malabsorption of iron
* Chronic blood loss
* Pregnancy and menstruation
* Certain medications


**2. Megaloblastic anemia:**

* Vitamin B12 deficiency
* Folate deficiency


**3. Sickle cell anemia:**

* Genetic disorder causing red blood cells to become sickle-shaped, damaging tissues and organs


**4. Aplastic anemia:**

* Rare disorder affecting bone marrow function, leading to decreased production of all blood cells


**5. Autoimmune anemia:**

* Immune system attacks red blood cells, causing destruction


**6. Hemolytic anemia:**

* Red blood cells are destroyed prematurely, leading to anemia


**7. B12-defiency anemia:**

* Malabsorption or lack of dietary intake of vitamin B12


**8. Chronic liver disease:**

* Production of liver-made proteins, including hemoglobin, is impaired


**9. Kidney disease:**

* Waste products from hemoglobin breakdown accumulate in the body, impairing production and utilization of iron


**10. Pregnancy:**

* Increased blood volume and iron needs during pregnancy can lead to temporary anemia",0.6737757921218872,0.6320345997810364,0.6713153719902039,"Vitamin, B-12, three, Crohn, Aplastic, Anemias","Diamond-Blackfan, 2 million, Crohn, About 1 percent, 100 to 120 days, each day, Schwachman-Diamond, two, second","Vitamin, B-12, three, Role of Red Blood Cells, Crohn, Blood, Hemoglobin, Anemias","8, 6, 4, B12


**, 9, 10, B12, 1, Vitamin B12, 3, 2, 5, 7","8, 6, 4, B12


**, 9, 10, 1, Vitamin B12, 3, 2, 5, 7","8, 6, 4, B12


**, 9, 10, B12, 1, Vitamin B12, 3, 2, 5, 7"
39,"**1. Exocrine Pancreatic Disease:**

* Autoimmune disorders (such as pernicious anemia)
* Alcohol abuse
* Bile duct obstruction (gallstones, tumors)
* Medications (certain antibiotics, chemotherapy drugs)


**2. Pancreatic Cancer:**

* Genetic mutations
* Chronic inflammation
* Hepatitis B or C infection
* Smoking


**3. Acute Pancreatitis:**

* Alcohol consumption
* Gallstones
* Injury to the abdomen or pancreas
* Severe infections
* Pancreatic tumors


**4. Chronic Pancreatitis:**

* Autoimmune disorders
* Chronic alcohol abuse
* Chronic inflammation from other causes


**5. Other Causes:**

* Trauma to the pancreas
* Pancreatitis caused by toxins (such as heavy metals)
* Inherited disorders
* Radiation therapy to the abdomen",0.6370769143104553,0.687019944190979,0.7548224925994873,"Nonalcoholic, Alagille, Cystic, atresia, Medications, Infection, Wilson",first,"Heavy, Injury, Cystic","Acute Pancreatitis:*, 4, 1, 3, 2, 5, Pancreatitis","Acute Pancreatitis:*, 4, 1, 3, 2, 5, Pancreatitis","Acute Pancreatitis:*, 4, 1, 3, 2, 5, Pancreatitis"
40,"**1. Genetic factors:**

* Mutations in certain genes involved in immune response.
* Family history of tuberculosis.


**2. Environmental factors:**

* Poverty and lack of access to healthcare.
* Overcrowding and poor sanitation.
* Exposure to secondhand smoke.


**3. Infectious factors:**

* Close contact with an infected person.
* Sharing needles or other injecting devices contaminated with the bacteria.


**4. Host factors:**

* Weakened immune system due to:
    * HIV infection
    * Malnutrition
    * Diabetes
    * Certain medications
    * Chronic diseases such as cancer or kidney failure


**5. Socioeconomic factors:**

* Low education levels.
* Limited access to healthcare.
* Substance abuse.


**6. Other factors:**

* Travel to areas with high tuberculosis prevalence.
* Exposure to certain chemicals and industrial solvents.",0.7221544981002808,0.6723774075508118,0.705174446105957,"2 to 3 weeks, TB, Mycobacterium","TB, Mycobacterium, About a quarter","the last 2 years, TB, AUD","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5"
41,"* **Virus:** The varicella-zoster virus, which is highly contagious and spreads through contact with infected fluid or airborne droplets.
* **Weakened immune system:** A suppressed immune system, such as due to illness, medication, or chemotherapy, can make individuals more susceptible to chickenpox.
* **Exposure to the virus:** Direct contact with an infected person or contact with contaminated objects or bedding can transmit the virus.
* **Stressful events:** Certain stressful life events or medications can temporarily suppress the immune system and make people more prone to chickenpox.",0.7054839134216309,0.7658712863922119,0.6971136331558228,"the age of 10, first, under 1 year old, 1 to 2 days","one to two days, VZV","1 year old, under 1 year old, age 10, 1 to 2 days",,,
42,"* **Viral infection:**
    * Human mumps virus (mumps virus) is the primary cause.
* **Close contact** with an infected person
* **Compromised immune system:**
    * People with weakened immune systems are more susceptible to severe mumps.
* **Lack of immunization:**
    * Mumps vaccination is the most effective way to prevent mumps.",0.658993124961853,0.5825998783111572,0.6239793300628662,"the United States, summer","2 to 12, 12 to 25 days","about 12 to 25 days, ages 2 through 12",,,
43,"**Main causes of tetanus:**

**1. Clostridium tetani infection:**

* Bacterial invasion of the central nervous system by Clostridium tetani bacteria.
* Typically occurs through:
    * Wound contamination with infected soil, manure, or contaminated materials.
    * Direct contact with contaminated soil or objects.


**2. Neurotoxin production:**

* The bacteria release a neurotoxin that blocks nerve transmission, leading to muscle spasms and spasms in the muscles and airway.


**3. inadequate immunization:**

* Failure to receive adequate vaccinations, or waning immunity over time.
* Tetanus is preventable through vaccination.


**4. Medical procedures:**

* Injury during medical procedures, such as surgery or wound care.


**5. Old age:**

* Weakened immune system, making individuals more susceptible to infection and complications.


**6. Chronic medical conditions:**

* Certain medical conditions, such as diabetes or impaired immune function, can increase the risk of infection.",0.7346411943435669,0.7849017381668091,0.7285478115081787,,Bacteria,"more than 40 years, first, the United States","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5","6, 4, 1, 3, 2, 5, Clostridium"
44,"**Main causes of polio:**

**1. Virus infection:**

- Poliovirus, a highly contagious virus, spreads through contaminated fecal matter or saliva.
- The virus attacks the central nervous system, causing inflammation and damage to motor neurons.


**2. Immunological factors:**

- Immunity to polio varies widely and some individuals may not develop enough protective antibodies.
- Genetic factors can influence the severity of the disease.


**3. Environmental factors:**

- Lack of sanitation and clean water supplies allow poliovirus to survive and proliferate.
- Overcrowding and limited access to healthcare can contribute to higher infection rates.


**4. Other factors:**

- Nutritional deficiencies, especially vitamin A deficiency, can increase the risk of severe polio.
- Stress and fatigue can weaken the immune response, making individuals more vulnerable to the disease.",0.702889084815979,0.6656235456466675,0.6676836609840393,"2022, One, VDPV, New York, 2000, the United States, Infections","2022, One, VDPV, New York, the United States","the past 25 years, 7 to 14 days, Pakistan, 5 to 35 days, Afghanistan","1, 2, 3, 4.","1, 2, 3, 4.","1, 2, 3, 4."
45,"**1. Genetic Factors:**

* Strong familial predisposition (75% of cases)
* Genes affecting the immune system's regulation
* Certain alleles associated with increased lupus risk


**2. Environmental Triggers:**

* Exposure to sunlight (ultraviolet radiation)
* Infectious Triggers (such as streptococcal infection)
* Emotional/psychological stress
* Changes in weather and temperature


**3. Immune Dysregulation:**

* Autoimmune response targeting various tissues and organs
* Hyperactive immune system attacking healthy tissues
* Abnormal production of autoantibodies (antibodies attacking the body's own tissues)


**4. Autoantibodies:**

* Presence of specific autoantibodies, such as anti-nuclear antibody (ANA)
* Production of antibodies targeting DNA, proteins, and cell surfaces


**5. Genetic-Environmental Interactions:**

* Specific genes may predispose individuals to respond differently to environmental triggers
* Certain medications and medical procedures can trigger lupus flares


**6. Other Potential Causes:**

* Certain medical conditions (e.g., infections, vaccinations)
* Pregnancy and childbirth
* Genetic syndromes associated with lupus",0.7931146621704102,0.7205276489257812,0.8137409687042236,Infections,"2021, Apresoline, Genetics, TNF, 2019, the Lupus Foundation of America, more than 50, Epstein-Barr, RA, DIL, Infections","Genetics
Environmental","Genetic-Environmental Interactions:*, Immune Dysregulation:*, 6, 4, 1, 3, 2, 5, 75%","Genetic-Environmental Interactions:*, Immune Dysregulation:*, 6, 4, 1, 3, 2, 5, 75%","Genetic-Environmental Interactions:*, Immune Dysregulation:*, 6, 4, 1, 3, 2, 5, 75%"
46,"**1. Genetic Mutations:**

* About 85% of hemophilia cases are due to mutations in specific genes encoding clotting factors (such as factor VIII and IX).
* These mutations can impair or eliminate the clotting function of these factors, leading to impaired clot formation.


**2. Chromosomal Abnormalities:**

* In about 15% of cases, hemophilia is caused by deletions or mutations in the X chromosome.
* Males are more commonly affected because they have one X chromosome and one Y chromosome, and a mutation or deletion on the X chromosome can result in hemophilia.


**3. Acquired Hemophilia:**

* This is a rare type of hemophilia that develops after injury, surgery, or certain medical interventions.
* The underlying mechanism is not fully understood, but it is believed to be related to immune-mediated damage to clotting factors.


**4. Postpartum Hemophilia:**

* A condition where bleeding episodes occur in newborn infants after birth.
* This is usually caused by deficiencies in clotting factors, which are not fully formed in the fetus at birth.


**5. Inherited Hemophilia A and B:**

* These are the two main types of hemophilia caused by mutations in clotting factor genes.
* Hemophilia A is caused by mutations in factor VIII, while hemophilia B is caused by mutations in factor IX.",0.7485688328742981,0.7938105463981628,0.6825406551361084,"8, Autoimmune, Cancer
Multiple, 9, Congenital","8, Autoimmune, Cancer
Multiple, 9, second","about half, B. The F8 gene, F8, F9","about 15%, 4, Inherited Hemophilia A, 1, About 85%, 3, Postpartum, 2, 5","about 15%, 4, Inherited Hemophilia A, 1, About 85%, 3, Postpartum, 2, 5","about 15%, Hemophilia, 4, Inherited Hemophilia A, 1, About 85%, 3, two, Postpartum, 2, 5"
